,comment,star,date,,상품링크
4664,옷감이 너무 이쁘고 좋아요^^,5,21.08.04.,,
4665,무난하게 좋은거 다아시자나요~ㅎ,5,21.07.16.,,
4666,면이 부들부들하고 좋아요. 이쁩니다.,4,21.07.28.,,
4667,이쁘고 디자인 질감 핏 모두 마음에 듭니다.,5,21.08.01.,,
4668,자주입게되네요.보풀도 안생기고 좋아요,4,21.07.26.,,
4669,흰 색이 이뻐서 샀는데 역시나 이쁘네요~다림질해서 입음 더 나을 것 같네요,4,21.06.26.,,
4670,주말에 입고싶엇는데 딱맞춰왔어요ㅠㅠ 사이즈 엄청 고민하다 엠삿는데 적당하게 편한핏이에요! 다음엔 s사려구요 ㅎㅎ 감사합니다😁,5,21.06.25.,,
4671,"오버핏으로 입으려고 하시는분들은 
한사이즈 크게,
조금 넉넉하게 입으실분들은 동일한 사이즈로 주문하세요.",5,21.07.26.,,
4672,좋아요 저렴하게 잘 산 것 같아요 ㅎㅎ 약간 얇아요,5,21.07.05.,,
4673,우려했던 상황들은 하나도없었습니다,5,21.08.03.,,
4674,아주 만족해요. 배송 빠르고 좋아요,5,21.07.24.,,
4675,예쁩니다~조아요옹ㅇ,5,21.08.10.,,
4676,핏도 적당하고 입었을때 편해요,5,21.07.12.,,
4677,재구매해요.좋아요.좋은 제품이예요,5,21.07.28.,,
4678,편합니다 잘입을게요,5,21.07.16.,,
4679,푸른빛 도는 ㅎ색이에요,5,21.07.12.,,
4680,조금 크긴 한데 이뻐용ㅎㅎ,5,21.08.05.,,
4681,빠른 배송 감사해요!,5,21.07.15.,,
4682,검은색 사려다가 네이비보고 반해서 바로 네이비로 바꿨습니다 ㅋㅋ 생각만큼 넘 예쁘고 편하고 질도 좋아요!!,5,21.06.27.,,
4683,잘입고 있어요.또 하나 재주문했어요,5,21.07.30.,,
4684,가법고 이퍼요 굿 좋네요,4,21.08.05.,,
4685,"173 68 취미 헬스
옷이 크지 않고 진짜 정사이즈(쫌만 컸더라면ㅠ)
사이즈업해서 더 주문할게요 나쁘지않네용ㅎㅎ",5,21.06.23.,,
4686,좋아요..무척맘에 들어요,5,21.07.29.,,
4687,좋습니다 잘사용하고있어요,5,21.08.04.,,
4688,좋습니다 잘사용하고있어요,5,21.08.04.,,
4689,생각보다 괜찮고 나쁘지 않아요!,4,21.08.01.,,
4690,생각보다 괜찮고 나쁘지 않아요!,4,21.08.01.,,
4691,"흰티 생각보다 얇아서 비쳐요 
옷은 예뻐요",5,21.07.03.,,
4692,제품은 좋네요. 재구매 의사가 있습니다!,5,21.07.26.,,
4693,항상 만족하고 잘 쓰고 있습니다.,5,21.08.01.,,
4694,같이 입으려고 샀어요 만족해요,5,21.07.28.,,
4695,너무좋아요 감사해요,5,21.07.15.,,
4696,너뮤좋아요 감사해요,5,21.07.15.,,
4697,"선물했는데 너무 만족해하시네요~!!
평소 100-105입는데 딱입니다!!",5,21.07.01.,,
4698,외국 사이즈라 그런지 생각보다 많이컸어요,5,21.07.26.,,
4699,"폴로 티셔츠 구매하고 싶어서 검색하다가  구매했어용
사이즈 오버핏으로 입으려고 키 164cm L시켰습니당
M시켜도 됫엇을것같아요 참고하세요~!
블랙이랑 찰떡이에요 살빼서 화이트팬츠에 코디해서 입으면
시원해 보이고 깔끔할거같아요!!! 
재질도 좋고 세탁해도 보푸라기 안날거같고
아더컬러 주문해야겟어요 ㅋㅋㅋ넘맘에듬 
컬러가 진짜ㅠㅠ너무 이뻐서 판매자님감사합니다..
판매많이하세욤♥",5,21.05.26.,,
4700,여자 55 s사이즈 딱 정사이즈 핏으로 잘 맞아용 ㅎㅎ 예뻐요,5,21.07.02.,,
4701,기본중에 기본티 누구나 좋아하는옷이죠 편하게잘입고있네요,5,21.07.08.,,
4702,"편하게입을께요
더운땐 면티가 최고네요",5,21.07.25.,,
4703,상의 100/ 재킷류 77  입는데요. M사이즈 딱이네요. 아우터로도 이너로도 모두 가능해요.잘입겠습니다.,5,21.06.29.,,
4704,편하고 좋아요!!!,5,21.08.06.,,
4705,예쁘게잘입고다니고있습니다,5,21.08.03.,,
4706,생각보다 시원한 면 소재는 아니었고 사이즈도 크더라구요 다음엔 한사이즈 작게 사야겠어요,4,21.07.13.,,
4707,상품은 만족스러운데 배송이 너무 늦어져서 원하는 시기에 입지를 못했네요,3,21.06.30.,,
4708,아주 잘 입고 있습니다. 물빠짐도 없고 면 소재가 좋네요.,5,21.07.24.,,
4709,네이비 사고 맘에들어서 다른 색으로 하나 더샀어요 ㅎㅎ 배송도 빠르고 좋네요,5,21.07.17.,,
4710,노란색이 너무 예쁘네요~올케가 좋아합니다 ㅎ,5,21.07.01.,,
4711,커플티로 구매했는데 면이 부드러워서 좋은 것 같아요. 사이즈는 한 치수씩 큰 느낌입니다.,5,21.07.17.,,
4712,제꺼 먼저사구 입어보니 예뻐서 남자친구에게 선물해줫습니당 커플로 잘 입을게용 >_<,5,21.07.24.,,
4713,제꺼 먼저사구 입어보니 예뻐서 남자친구에게 선물해줫습니당 커플로 잘 입을게용 >_<,5,21.07.24.,,
4714,매우좋네요!! 옷도 편하고 또 사고싶네요,5,21.07.26.,,
4715,가법고 이쁘어요 굿,4,21.08.05.,,
4716,"브이넥이라서 너무 큰 사이즈보다 정사이즈로 구매하는 거 추천해요
저는 오버핏 좋아해서 XL샀는데
 L사이즈 샀어도 괜찮았겠어요
팬츠에 넣어 입으니 예쁩니다 소재도 탄탄하고 파임도 적당해서 좋아요
반팔면티지만 로고 하나로 확 고급져보임
여기저기 입기 좋을 것 같아서
화이트도 추가 구매해야겠어요",5,21.05.19.,,
4717,가격과 품질 짱입니다,5,21.08.01.,,
4718,"딱 원하는 핏이어서 만족스러워요!~
다만 로고가 생각했던거보다 조금 큰데, 상품의 종류별 로고 크기가 각각 상이한거겠죠??",5,21.06.29.,,
4719,같이 샀는데 넘 편하고 조아요,5,21.07.10.,,
4720,질 좋아보여요 조아요,5,21.07.08.,,
4721,음..생각보다 컸고 비친이 있어서 더운 날씨에도 이너를 입고 입어야하네여 ㅠ 그거말고는 구김도 덜 하고 좋았어요,3,21.07.11.,,
4722,옷이 너무이뻐요 시원하고 감사합니다,5,21.07.05.,,
4723,아주좋아요~^^ 이뻐요~~잘입고다닙니다,5,21.07.24.,,
4724,좋아요 옷 질도 좋고! 여자가 입기에 편한핏 나와요!,5,21.07.17.,,
4725,편하고 입기 좋아요~,5,21.08.02.,,
4726,너무 예뻐여 조금 얇긴 하지만 재구매의사 있급니다,5,21.07.26.,,
4727,회색 너무 이쁨!!!,5,21.07.15.,,
4728,사진 그대로 입니다.,5,21.08.05.,,
4729,이쁘고 편해요 ~~,5,21.07.12.,,
4730,재질도 시원시원하고 옷도 너무 예뻐요!! 감사합니다,5,21.07.18.,,
4731,브이넥 폴로 사고싶었는데 가격도 제일 착했고 좋았어요 !,5,21.07.05.,,
4732,"가격,품질 만족입니다",5,21.08.01.,,
4733,잉크색이뻐요ㆍ66사이즈입는데 s사이즈 이쁘게맞아요,5,21.07.21.,,
4734,편하게 잘입고 있어요,4,21.08.03.,,
4735,편하게 잘입고 있어요,4,21.08.03.,,
4736,좋아요 사이즈도 배송도 매우 만족합니다,5,21.06.28.,,
4737,살짝 비치는 감이 있는데 그거 말고는 괜찮아요,4,21.07.26.,,
4738,넉넉하니 편해요.좋습니다,5,21.08.03.,,
4739,너무 편하고 좋아요~,5,21.08.02.,,
4740,아들이 마음에 들어합니다~ 생각보다 사이즈가 커서 오버핏으로 입어야할 것 같아요~ 착한가격에 잘 구매했습니다~~^^,4,21.06.15.,,
4741,커플티로 입기 좋은거 같아요ㅔ,5,21.07.11.,,
4742,사이즈가 크네요유ㅇ,3,21.07.29.,,
4743,사진 그대로입니다.!,5,21.08.05.,,
4744,사이즈도 좋고 핏도 좋네요~~~,4,21.07.10.,,
4745,잘 입고 있어요~!,5,21.08.06.,,
4746,잘 입고 있어요~!,5,21.08.06.,,
4747,"음 구멍난걸 입고나서 발견했어요 ㅜ ㅜ 담부터 받자마자 확인해야할듯오

이부분 말고는 아주 좋습니다",5,21.07.14.,,
4748,너무 이뻐요 열심히 잘 입겠급니다.,5,21.07.24.,,
4749,너무 이뻐요 열심히 잘 입겠급니다.,5,21.07.24.,,
4750,원단도 좋고 이뻐요!,5,21.08.01.,,
4751,완전 이쁜 기본필수템 저렴히 잘 샀네요.,5,21.07.27.,,
4752,완전 이쁜 기본필수템 저렴히 잘 샀네요.,5,21.07.27.,,
4753,완전 이쁜 기본필수템 저렴히 잘 샀네요.,5,21.07.27.,,
4754,완전 이쁜 기본필수템 저렴히 잘 샀네요.,5,21.07.27.,,
4755,생각보다 길이가 길어서 어정쩡해여ㅠ,5,21.07.25.,,
4756,제가 넘 편해서 동생부부한테도 구매해줬네요 ㅎㅎ 잘 맞는 답니다~,5,21.07.01.,,
4757,"생각보다 두툼하고 아주 편안합니다.
핑크색은 세탁시 물 조금 빠지네요",5,21.07.17.,,
4758,"빛받기전엔 네이비, 빛받으면 밝아져서 딱 제가좋아하는 컬러입니다. 남친이 이미 입고있어서 제가 따라샀어요ㅎㅎ",5,21.05.18.,,
4759,너무만족하고있습니다!!,5,21.07.31.,,
4760,"생각보다 사이즈가 좀 더 큽니다.
으",4,21.07.05.,,
4761,선물했는데 엄청 만족스럽다고 합니다!,5,21.07.27.,,
4762,같이 입으려고 샀는데 예뻐요,5,21.07.28.,,
4763,저렴하게 구매했어요! 배송도 빨라요,5,21.07.21.,,
4764,재질이좋다고 하던데 기본폴로티보다는 살짝 더운재질이에요 저렴한가격에 득템햇어요,5,21.06.29.,,
4765,배송빠르고 정사이즈 입니다.재질이 좋네요,5,21.06.25.,,
4766,사이즈 핏 다 좋습니다,5,21.07.27.,,
4767,"너무 크네요ㅠㅠㅠ
173인데 스몰 싰어야 했나바여ㅠ",2,21.07.05.,,
4768,"사이즈 정사이즈고 면질감도 너무 좋아요.
다른 색상도 구매하고 싶네요.",5,21.06.26.,,
4769,질 별로 안좋고 흐물흐물한 느낌이에요,3,21.07.08.,,
4770,편하고 좋에요!!!!,5,21.08.06.,,
4771,이뻐요~커플티로입으려구 샀어요~~,5,21.07.04.,,
4772,색깔도 예쁘고 맘에 들어요,4,21.07.28.,,
4773,예뻐서 재구매햇어요~~,5,21.08.02.,,
4774,컬러가 너무 이뻐요!,5,21.07.10.,,
4775,예버요 ㅎㅎ다은에도구매항겡ㅎㅇ,5,21.07.09.,,
4776,라피시치피가차리기칲,5,21.08.01.,,
4777,잘입겠습니다 감사합니다,5,21.07.28.,,
4778,생각보다 두께감이 있는 반팔이네요! 탄탄해서 더 좋아요 목늘어나는거 제일 싫은 1인 ㅠㅠ안늘어날 것 같은 탄탄함 입니당 조만간 더 구매하러올게요 💗,5,21.07.04.,,
4779,생각보다 두께감이 있는 반팔이네요! 탄탄해서 더 좋아요 목늘어나는거 제일 싫은 1인 ㅠㅠ안늘어날 것 같은 탄탄함 입니당 조만간 더 구매하러올게요 💗,5,21.07.04.,,
4780,고급져보여요 저는 여자 일반 체형인데 남자 스몰 샀고요 건조기돌리니 알맞게 줄어서 잘 입고 있어요,5,21.07.15.,,
4781,생각보다 사이즈가 큽니다,4,21.07.05.,,
4782,배송도 너무 빠르고 이쁩니다. ㅎㅎㅎ,5,21.07.29.,,
4783,재질도 부드럽고 색도 이뻐요 무엇보다 배송이 빨라서 좋습니다,4,21.06.19.,,
4784,"재질은 부드럽고 얇은데 왠지 세탁이두려워지네요
완전 베이직 기본티라 몸좋거나 완전마른분, 또는 여성분들만잘어울릴듯",3,21.07.10.,,
4785,생각보다 얇아요. 안에 이너 입어야할듯하네요.,5,21.06.30.,,
4786,배송빠르고 재질이 확실히 좋아요 약간 여리여리한핏,5,21.07.15.,,
4787,배송도 빠르고 핏도 적당해서 좋아요,4,21.07.24.,,
4788,정사이즈 보다 한사이즈 내려서 사는게 좋을듯해요,5,21.07.04.,,
4789,사이즈가 커요유ㅏㅁ아,4,21.07.29.,,
4790,배송도 빠르고 포장도 꼼꼼하게 잘 받았어요 ㅎㅎ 잘입을게요~,5,21.06.26.,,
4791,옷이 아까 크지만 예뻐요 옷감도 좋고 잘 입을께요,5,21.07.16.,,
4792,짱예뻐용 ㅎㅎㅎ남친 선물인데 잘 입구 잇어용,5,21.06.29.,,
4793,한번구매하고 괜찮아서 어머니선물로 드렸습니다,5,21.07.23.,,
4794,디자인도 이쁘고 시원해야,5,21.07.27.,,
4795,간편하게 입을 수 있어서 좋습니다.,5,21.07.29.,,
4796,"너무 맘에들어욪
커프로 구매했어요",4,21.07.25.,,
4797,색도 맘에들고 좋아요,5,21.07.25.,,
4798,한사이즈 적게 주문해야될듯요,5,21.07.28.,,
4799,배송도 빠르고 옷도 좋아요,5,21.07.26.,,
4800,사이즈도 좋고 예쁘네요~잘 입을게요,5,21.07.19.,,
4801,좋아요 잘 입고 있어요,4,21.07.30.,,
4802,너무 편하고 이뻐요,5,21.07.07.,,
4803,저렴하고 빠른배송으로 받았습니다.,5,21.07.25.,,
4804,좋아요! 편하게 입을 수 있을 것 같아요,5,21.07.01.,,
4805,좋은물건 감사합니다,5,21.07.07.,,
4806,흰색은 조금 비침 있어서 남성분들은 검정으로 추천해요,5,21.07.01.,,
4807,다행히 사이즈 딱이에여 이뻐요~,4,21.07.05.,,
4808,"사이즈 후기 보고 샀는데 역시 딱 맞네요^^
옷이 쭐지 않으면 좋겠어요🤭 괜찮으면 또 사려구요",5,21.06.25.,,
4809,"잉크 구매하고 하나 더 구매했습니다 ㅎ.ㅎ
카키는 주황 포니네요",5,21.06.30.,,
4810,"색이 ...' 제가생각한 핑크가 아니였어요
이것으로 싸웠죠...후아
조금형광 핑크입니다",2,21.07.18.,,
4811,재구매의사 충분합니당!,5,21.07.27.,,
4812,그럭저럭 만족해요 추천,4,21.07.29.,,
4813,평소 폴로 좋아해서 시즌마다 구입하는데 기본템으로 찼고 있었던 티를 완전 착한 가격에 겟 했어요! 적당한 두께와 목 파임이라 더 마음에 들어요~ 다른 컬러들도 더 주문할거에요~ 남편 여름 티 찾고 있던데 이거 선물로 사줘야겠어요!,5,21.05.19.,,
4814,정66사이즈 스몰 예쁘게 맞습니다,4,21.07.26.,,
4815,너무너무 잘 입고 있습니다~ 번창하세요~^^,5,21.07.04.,,
4816,너무 편하고 이뻐요,5,21.07.07.,,
4817,좋아서 하나 더구매했어요,5,21.07.29.,,
4818,"박시하게 입을려고 크게샀어요 
매우 만족",5,21.06.28.,,
4819,선물했는데 맘에 들어해서 좋아요,5,21.07.21.,,
4820,엄청 예뻐요 재질도 좋고!!!,5,21.07.20.,,
4821,"너무 좋아요
신랑이 좋아해서 재구매 각이네요
후줄근한 티셔츠가 아니라 이뻐요",5,21.07.16.,,
4822,배송도빠르고 시원하고 무지편안하네요,5,21.07.23.,,
4823,그레이도 좋네요 만족,5,21.07.06.,,
4824,아주 심플하고 이쁘고 딱 좋아요. 너무 만족하고 있습ㄴㅣ다.,5,21.07.19.,,
4825,생각보다 작고 흰색이라 비침이 많지만 예쁩니다..!,3,21.06.29.,,
4826,"일단 사이즈때문에 문의로 정보를 받고
구매하였는데 한치수 작아도 될듯하네요
L  구매하였지만  상체가 마르신분들은 M도 갠찮을거 같아요.
물론 이옷도 좋구요.
옷이 아주 넉넉하네요 ㅎ",4,21.06.17.,,
4827,만족스럽네요 좋아요,5,21.07.06.,,
4828,좀 얇습니다 비침이 있는 정도구요 그외에는 사이즈 착용감 모두 만족합니다,5,21.07.12.,,
4829,"아 오렌지 색감 진짜 너무 예쁜 거 아니에요 ㅜㅜ얼굴에 형광등 100개 켠 듯
웜톤 분들 오렌지 꼭 사세요 진짜
오버핏 좋아해서 XL샀는데 힙도 반 가려지고
좋아요 
저 이거 늘어지면 하나 더 살꺼에요 진짜 ㅋㅋ
화이트 블랙 많으신 분들은 오렌지 꼭 사세요
폴로 로고도 바이올렛블루? 색감 진짜 넘 예뻐요",5,21.05.19.,,
4830,배송도 빠르고 아주 좋아요 ㅎㅎ 핏도 적당해요,5,21.07.15.,,
4831,부들부들 소재이긴한데 사이즈가 너무 크더라구요 다음엔 한사이즈 적게 사야겟어요,4,21.07.13.,,
4832,상품은 마음에 들었어요. 근데 한번입고 빨래하니깐 목부분 다 늘어났네요. 헣허;;,3,21.07.13.,,
4833,옷 재질이 얇아 지금 입기에 딱이예요~,4,21.07.23.,,
4834,검정은 흰색보다 두껍고 좋네요,5,21.07.24.,,
4835,너무 시원하고 편해요~정품맞는거 같아요,5,21.07.17.,,
4836,제것사면서 남편것 xl사이즈로 사줬는데 어깨맞춰샀더니 사이즈실패요 xl는 통이 너무커서 날다람쥐인줄요 나중에 임신하면 만삭때 입어야겠어요..,4,21.06.11.,,
4837,배송도 빠르고 좋은데 옷에서 약간 냄새가 나네요 세탁해서 입을꺼니까 괜찮겟죠 커플티로 주문햇어요,4,21.06.15.,,
4838,배송도 빠르고 좋은데 옷에서 약간 냄새가 나네요 세탁해서 입을꺼니까 괜찮겟죠 커플티로 주문햇어요,4,21.06.15.,,
4839,굿 좋네요~~~재구매  할께요~~~~~~~~~,5,21.07.08.,,
4840,색상 넘 예쁘고 ~ 넉넉하고 조금 긴감은 있어요,5,21.07.01.,,
4841,"너무 좋아요
신랑이 좋아해서 재구매 각이네요
후줄근한 티셔츠가 아니라 이뻐요",5,21.07.16.,,
4842,배송도빠르고 시원하고 무지편안하네요,5,21.07.23.,,
4843,그레이도 좋네요 만족,5,21.07.06.,,
4844,아주 심플하고 이쁘고 딱 좋아요. 너무 만족하고 있습ㄴㅣ다.,5,21.07.19.,,
4845,생각보다 작고 흰색이라 비침이 많지만 예쁩니다..!,3,21.06.29.,,
4846,"일단 사이즈때문에 문의로 정보를 받고
구매하였는데 한치수 작아도 될듯하네요
L  구매하였지만  상체가 마르신분들은 M도 갠찮을거 같아요.
물론 이옷도 좋구요.
옷이 아주 넉넉하네요 ㅎ",4,21.06.17.,,
4847,만족스럽네요 좋아요,5,21.07.06.,,
4848,좀 얇습니다 비침이 있는 정도구요 그외에는 사이즈 착용감 모두 만족합니다,5,21.07.12.,,
4849,"아 오렌지 색감 진짜 너무 예쁜 거 아니에요 ㅜㅜ얼굴에 형광등 100개 켠 듯
웜톤 분들 오렌지 꼭 사세요 진짜
오버핏 좋아해서 XL샀는데 힙도 반 가려지고
좋아요 
저 이거 늘어지면 하나 더 살꺼에요 진짜 ㅋㅋ
화이트 블랙 많으신 분들은 오렌지 꼭 사세요
폴로 로고도 바이올렛블루? 색감 진짜 넘 예뻐요",5,21.05.19.,,
4850,배송도 빠르고 아주 좋아요 ㅎㅎ 핏도 적당해요,5,21.07.15.,,
4851,부들부들 소재이긴한데 사이즈가 너무 크더라구요 다음엔 한사이즈 적게 사야겟어요,4,21.07.13.,,
4852,상품은 마음에 들었어요. 근데 한번입고 빨래하니깐 목부분 다 늘어났네요. 헣허;;,3,21.07.13.,,
4853,옷 재질이 얇아 지금 입기에 딱이예요~,4,21.07.23.,,
4854,검정은 흰색보다 두껍고 좋네요,5,21.07.24.,,
4855,너무 시원하고 편해요~정품맞는거 같아요,5,21.07.17.,,
4856,제것사면서 남편것 xl사이즈로 사줬는데 어깨맞춰샀더니 사이즈실패요 xl는 통이 너무커서 날다람쥐인줄요 나중에 임신하면 만삭때 입어야겠어요..,4,21.06.11.,,
4857,배송도 빠르고 좋은데 옷에서 약간 냄새가 나네요 세탁해서 입을꺼니까 괜찮겟죠 커플티로 주문햇어요,4,21.06.15.,,
4858,배송도 빠르고 좋은데 옷에서 약간 냄새가 나네요 세탁해서 입을꺼니까 괜찮겟죠 커플티로 주문햇어요,4,21.06.15.,,
4859,굿 좋네요~~~재구매  할께요~~~~~~~~~,5,21.07.08.,,
4860,색상 넘 예쁘고 ~ 넉넉하고 조금 긴감은 있어요,5,21.07.01.,,
4861,배송도 빠른 편이고 상품상태도 좋아요. 기본티라 여기저기 받쳐입기 좋네요!,5,21.07.10.,,
4862,너무너무 편해요 :-),5,21.08.20.,,
4863,"배송이 파업때문에 늦기는 했지만 그래도 제품이 좋네요
잘입을게요",5,21.07.01.,,
4864,퀄리티 좋고 다 좋아용ㅎㅎ 감사,5,21.07.25.,,
4865,빠른  배송은 좋음...리뷰보고  S 사이즈로  했는데..기존  전에 구입했던  제품보다  조금  작아요....;; 같은 사이즈 인데....,5,21.07.07.,,
4866,남자친구랑 커플로 입었는뎅 면 좋고 화이트 색상이 찐화이트라 얼굴이 환해보여서 좋았어용 남자친구한테 라지 사이즈가 좀 커서 롤업했더니 이것나름대로 또 예뻣어유 그리고 칼배송 👍🏻👍🏻,5,21.06.08.,,
4867,맘에 들어요. 전체적으로 좋습니다.,5,21.07.18.,,
4868,배송이 우선빨라서 좋고 아주아주 이쁩니다 ㅎㅎㅎ 감사합니다~,5,21.06.23.,,
4869,이쁘고 사이즈도 좋고 배송도 빠릅니다,5,21.07.18.,,
4870,배송도 빠르고 이뻐요!!,5,21.07.05.,,
4871,젛아요 팔길이만 좀 빼면 좋아요,5,21.07.22.,,
4872,깔끔하고 이뻐요 커플티로 같이 입으니까 더 좋네용,5,21.06.23.,,
4873,그냥 저냥 입기 좋네요 가격대비 괜찮습니다 근데 목 늘어남이 있을지는 빨아봐야 알겠네요,5,21.07.09.,,
4874,진짜 짱예뻐료 깔별로 쟁이고싶습니당 ㅠㅜ,5,21.07.04.,,
4875,생각보다 많이 크네요,5,21.07.24.,,
4876,생각보다 재질이 아쉬워요. 한번세탁후 새옷같지 않은 오래된 느낌이 좀 드네요..,2,21.07.11.,,
4877,깔끔하고 예뻐요~배송도 적당해요,5,21.07.17.,,
4878,"지난주에 사서 입어보고 너무 좋아서 재구매했습니다. 
옷감은 조금 얇고 지금 더운날씨에 딱 입기 좋은 것 같아요",5,21.07.04.,,
4879,컬러감이 튀지안고 밝아서 좋아요 편하게 입겠어요,5,21.06.29.,,
4880,사이즈 루즈핏으로다가 깔끔하게 맞아떨어지네요. 브이넥이 적당하고 면도 부드러워서 좋아요!,5,21.07.09.,,
4881,배송도 빠르고 남자친구한테 선물하니 좋아하네용,5,21.06.25.,,
4882,"감사합니다
마음에 듭니다",5,21.07.30.,,
4883,생각보다 커여 많이,5,21.07.24.,,
4884,배송도 빠르고 얇아서 좋아용,5,21.07.22.,,
4885,배송도빠르고 잘입을게요,5,21.07.02.,,
4886,좋은데요 아주 좋네요 좋아요,5,21.08.11.,,
4887,원단이 너무 얇어요 금방 변형올듯,4,21.07.15.,,
4888,"진짜 원단 좋아요 잘 입고 다니는중 
한개더살꺼에여",5,21.06.27.,,
4889,자주자주 이용할게요,5,21.07.23.,,
4890,자주자주 이용할게요,5,21.07.23.,,
4891,재질도좋고 편해요!,4,21.07.24.,,
4892,옷 깨끗하고 예쁘네요!,5,21.07.04.,,
4893,너무 이뻐서 열심히 잘 입겠습니다,5,21.07.24.,,
4894,적당하이 이삐네예~~,5,21.07.07.,,
4895,적당하이 이삐네예~~,5,21.07.07.,,
4896,"재질이 부들부들 좋아요 
배송도 빠르구요",5,21.06.28.,,
4897,사이즈 너무 잘맞고 이쁩니다 ㅎㅎ,5,21.07.20.,,
4898,제품 질이 좋아요~~!!,5,21.07.24.,,
4899,원단이 너무  후줄근하다  해야할지  약간  금방  늘어날거  같은 느낌이  드네요,4,21.06.28.,,
4900,배송도 빠르고 옷도 너무 예뻐용,5,21.07.02.,,
4901,편해서 계속 입게 됩니다,5,21.07.25.,,
4902,무난하게 잘입고다닙니다,4,21.07.25.,,
4903,원단이 너무 얇어요. 금방 변형 올듯,4,21.07.15.,,
4904,좋아요 만족합니다 배송 가격 품질 굿!,5,21.06.24.,,
4905,아주좋아요 화면이랑 같아요  이뻐요,5,21.07.15.,,
4906,"색감이나 디자인이 생각하던 그대로에요 ㅎ 

살짝 정사이즈보단 크다 생각하시면 좋을 것 같아요!",5,21.07.08.,,
4907,입기 편해요 요새 입기 좋아요,4,21.06.27.,,
4908,I good perfect nice i,5,21.08.23.,,
4909,옷 재질도 좋고 이쁘네요~,5,21.06.29.,,
4910,가격대비 이쁘고 좋아요,5,21.07.19.,,
4911,가격대비 이쁘고 좋아요,5,21.07.19.,,
4912,가격대비 이쁘고 좋아요,5,21.07.19.,,
4913,"가격대비 대만족

아주이쁩니다",5,21.07.21.,,
4914,좋은물건 감사합니다,5,21.07.02.,,
4915,아들이 만족합니다 잘입고 다녀요,4,21.06.29.,,
4916,깔끔하고 맘에들어용 배송도 빨라요,5,21.06.21.,,
4917,배송 빠르게 잘 받았습니다. 기본티라 여기저기 받쳐입기 좋네요!,5,21.07.10.,,
4918,너무마음에 들어서 재구매하려고요,5,21.07.19.,,
4919,되게 되게 편하고 사이즈 작게 사도 충분할 것 같습니다.,4,21.07.18.,,
4920,"잘받았습니다.
잘입을게요",4,21.07.25.,,
4921,편하게 입기 좋아요!,5,21.07.23.,,
4922,생각보다 사이즈가 크네요~ 참고하면 좋으실것 같아요,5,21.06.19.,,
4923,그냥 아는 폴로티에요,5,21.07.24.,,
4924,라운드넥 두개를 주문했는데 화이트는 한번 입고 목부분이 늘어져 입고 나갈수 없겠더라고요.,1,21.07.14.,,
4925,엠이 생각보다 좀 크긴하네요 에스도 잘 맞을거 같아서 재구매 예정입니다 옷 좋아용,5,21.07.06.,,
4926,두께감이 살짝있고 사이즈가 살짝 큰거같아요 그래도 데일리템으로 편하게 잘 입어질꺼 같아요,5,21.07.04.,,
4927,"천이좋아요
깔별로 사고싶네요
신랑이 넘 좋아해요",5,21.07.16.,,
4928,화이트 s구매했어요 ㅎㅎ 너무 마음에 들어서 다른색도 구매하려구용 재질도 좋고 굿입니당! 많이 파세요~~,5,21.06.06.,,
4929,라리피리피리ㅣㅍ히히히피,5,21.08.01.,,
4930,S사이즈인데 생각보다 컸어요~!! 하지만 예쁘네용,5,21.07.10.,,
4931,친구생일선물로 주려고 샀는데 배송도 빠르고 이쁘네용 ㅎㅎ,5,21.06.22.,,
4932,가격이 들쑥날쑥.  주문취소후 재 주문하니 가격이 올라있네요.  같은 제품 12시간 내외로 재주문 했는데. 가격이 오르다니.  머죠??  결제하고 나서 뒤늦게 알고  취소할까하다. 귀차니즘에 걍 진행하긴했지만. 이해가 안가는 가격정책에 아무리 생각해도 황당하네요... 짭.,1,21.05.24.,,
4933,배송도빠르고예뻐요 ㅎㅎㅎ,5,21.07.02.,,
4934,친철하구요 배송도 빨라요,5,21.07.16.,,
4935,"얇아서 
여름에 시원하게 잘 입었네요!",5,21.08.22.,,
4936,커플티로 구매했는데 아주 좋아요!,5,21.07.18.,,
4937,재질도 좋구 배송도 빠르네요!,4,21.07.21.,,
4938,아주만족합니다. 핏 넉넉합니다,5,21.07.14.,,
4939,"예뻐용... 
부들부들하구 색도 이뻐요",5,21.06.23.,,
4940,한국에서 사면 사이즈도 애매하고 가격도 비싼데 좋은가격에 잘샀습니다,4,21.07.11.,,
4941,커플용으로 2개구매했어요,5,21.07.02.,,
4942,생각보다 좋아요 ㅎㅎ 또 구매 해야겟어요,5,21.06.22.,,
4943,살짝 오버핏으로 입고싶어서 한사이즈 크게 시켰는데 딱 좋네요. 깔끔하고 이쁜데 어깨 부분이 각?처럼 튀어나오는데 원래 그런건지 빨래를 하면 자연스러워 지는건지는 모르겠네요 ㅎㅎ 암튼 잘입겠습니다!,5,21.06.25.,,
4944,남자칭구 사줘쒀요 잘이븡ㅁㅎ,5,21.07.19.,,
4945,"초6 또래보다 등치좀 큰데 L사이즈 넉넉하게 딱좋아요~
졸업사진 찍는데 흰티 입고오래서 급하게 구매했는데 배송도 빨리와서 다음날 바로받아서 예쁘게 입고갔네요~ ^^",5,21.06.23.,,
4946,"와 대박 이틀만에 왔는데 색상도 너무이쁘네요 ㅎㅎㅎ

감사해요",5,21.07.10.,,
