,comment,star,date,,상품링크
1166,여름에 입을 거라서 재질은 가볍고 얇아서 좋았어요! 예쁘게 잘 입겠습니댱 ♥,4,22.05.14.,,
1167,남자 100사이즈 입는 분들 L 잘 맞아요,5,22.05.28.,,
1168,예쁘게 잘 입고 있어요.,5,22.05.29.,,
1169,남편몸이 커서 큰거시켰어요 좋아요,5,22.05.24.,,
1170,남편몸이 커서 큰거시켰어요 좋아요,5,22.05.24.,,
1171,면이 흐물거리지 않고 톡톡해서 좋아요,5,22.06.12.,,
1172,사이즈 딱맞아서좋아요,5,22.05.25.,,
1173,가격도 저렴하고 품질도 좋아요,5,22.06.10.,,
1174,재질 너무 좋고 핏도 너무 좋습니다,5,22.06.12.,,
1175,배송도 빠르고 좋아요 ㅎㅎ  생각보다 크긴하지만 루즈핏으로 입을려구요ㅋ 깔별로 다사고싶어요,5,22.05.14.,,
1176,배송도빠르고 좋아요,5,22.06.15.,,
1177,배송도빠르고 좋아요,5,22.06.15.,,
1178,가격 배송기간 만족합니다,4,22.05.18.,,
1179,편하고 시원하네요 ㅋㅋ 재구매 의사있습니다,4,22.06.07.,,
1180,좋아요 남친ㅇ랑 커플로 입기 딱 좋아요 무낭하궁,5,22.06.07.,,
1181,딱 좋은 사이즈에요! 적당한 오버핏입니당,5,22.05.20.,,
1182,사이즈미스나부럿어용ㅋㅋ,4,22.06.18.,,
1183,만족하고잇습니당ㅎㅎ,5,22.06.17.,,
1184,"좀 얇아서 금방 낡을 거 같긴 해요. 커플티로 샀는데 예쁘긴 예뻐요!
사이즈는 마른 55 여자 s, 105 남자 L(평소 xl 입음)하니 광배쪽이 좀 딱 맞긴 했지만 예뻤어용",5,22.05.03.,,
1185,배송이 생각보다 빨라서 좋아요 ㅎㅎ,5,22.05.24.,,
1186,배송이 생각보다 빨라서 좋아요 ㅎㅎ,5,22.05.24.,,
1187,생각보다 더 괜찮네요! 추천요! 👍,5,22.05.22.,,
1188,이쁘고 착용감 좋아요,4,22.06.15.,,
1189,만족합니다 좋아여 ㅎ,5,22.06.16.,,
1190,가성비 굿굿 아즈 좋습니다,5,22.06.14.,,
1191,좋아요 ㅎㅎㅎ 좋아요 ㅎㅎ,4,22.06.19.,,
1192,아주 좋습니다 잘 입고 있어요,5,22.06.13.,,
1193,아주 좋습니다 잘 입고 있어요,5,22.06.13.,,
1194,"폴로티셔츠가 이쁘네요

사이즈 표기하는 스티커가 종전것과는 다르네요??
비닐포장도 다르고ㅜ

머 일단 옷은 맘에들어요",5,22.05.06.,,
1195,아내에게 선물한것인데 아주 만족하고 있네요. 같은상품 색상만 바꾸어 2번째  구입함. 번창하세요.,5,22.05.26.,,
1196,가겨도 저렴하고 품질도 좋아요,5,22.06.10.,,
1197,핏 딱맞고 시원합니다 좋아용,5,22.06.13.,,
1198,남편이 잘 입고 있어요 ㅎ,5,22.05.28.,,
1199,빠른 배송 감사합니다. 주말까지 꼭 받아야했는데 딱 맞춰서 받았습니다. 항상 행복하세요~~,5,22.05.31.,,
1200,사이즈도 딱이고 좋아요,5,22.06.14.,,
1201,딸이 넘 비쳐서 다른 티 사달라하네요ㅠㅠ진짜 얇아요.가격대비 사기수준,1,22.06.02.,,
1202,예뻐융 남친이랑 커플티 햇어요 조녜링~엔시티마크 보고 따라 삿어요 캬캬,5,22.05.15.,,
1203,역시 좋습니다. 하지만 생각했던 것 보다 조금 크네요,5,22.06.04.,,
1204,예쁘도 심플하고 넘 좋아요 평해용,5,22.06.12.,,
1205,"다 예쁘네요~
이러다 깔별로 다 구매하겠어요~♡",5,22.06.09.,,
1206,가격대비 퀄리티 괜찮네요,5,22.06.11.,,
1207,"빠른배송과 옷이 이쁘요
178에 70입니다. 미디움 샀는데 딱 좋네요",5,22.05.17.,,
1208,아주아주만족중이용ㅎ,5,22.06.17.,,
1209,가격이 저렴해서 그런지 천이 너무 얇다,3,22.06.11.,,
1210,감사합니다 잘입을셍쇼,5,22.05.24.,,
1211,예쁘고 얇아서 여름에도 입기좋을거같아요,5,22.06.07.,,
1212,"원단 정말 맘에 들어요 땀나도 붙지않고 그렇다고 폴리혼방도 아니에요
특수가공된 면같기도 하고 암튼 좋아요",5,22.05.25.,,
1213,배송빠르고좋아요 공용생각안하고 시켰더니 제가입기엔 너무크네요 신랑주고 전 여자용으로다시~,5,22.05.05.,,
1214,부드럽고 좋아요..몇번째 재구매합니다,5,22.06.06.,,
1215,친구랑 커플티러 구매했는데 너무 예뻐요,5,22.06.10.,,
1216,좋아요!! 색별로구매했습니당,5,22.06.08.,,
1217,씻어도 안늘어나고 좋아요,5,22.06.13.,,
1218,씻어도 안늘어나고 좋아요,5,22.06.13.,,
1219,씻어도 안늘어나고 좋아요,5,22.06.13.,,
1220,저렴한 가격에 구매했어요 만족ㅎ,5,22.06.07.,,
1221,약간 오버핏이에요 청바지에입기 이쁘고 저렴히 잘샀어요,5,22.06.07.,,
1222,정말 이쁘고 가격도 적당해서 다음에도 또 사고싶어요!,5,22.06.08.,,
1223,아주듀아요 색감도 괜춘괜춘,4,22.06.15.,,
1224,배송도 빨랐고 한시즌 입기에는 나쁘지않아요,5,22.05.19.,,
1225,배송도 빨랐고 한시즌 입기에는 나쁘지않아요,5,22.05.19.,,
1226,"면이 좋고 색상도 맘에 들어요.
사이즈도 조견표대로 딱 들어 맞아요.",5,22.05.14.,,
1227,95사이즈 입는데 이 옷은 s가 적당히 잘 맞네요.V넥인데 옷감이 늘어지지 않아 좋고 부드럽고 편해요.,4,22.05.31.,,
1228,커플티로 딱이에용!!!,5,22.05.29.,,
1229,재질이 일반 면티와는 다르게 부드럽습니다.,4,22.06.10.,,
1230,재질이 일반 면티와는 다르게 부드럽습니다.,4,22.06.10.,,
1231,편하고 입기 좋네요,5,22.05.25.,,
1232,아들 95사이즈 입어서 S사이즈 주문했는데 딱좋네요. 옷에 점하나가 찍혀있어서 얼룩제거제로 지워지지가 않아요.^^;; 그거 쪼금 아쉬웠어요.,5,22.05.04.,,
1233,정말 옷이 이뻐요 사이즈도 적당해요!!!,5,22.06.08.,,
1234,선물용으로 구매했는데 너무 좋아하네요!,5,22.06.10.,,
1235,옷이 부드럽고 착용감이 아주 좋아요 잘 입을께요,5,22.06.11.,,
1236,정말 잘 쓰고 있습니다~,5,22.06.17.,,
1237,정말 잘 쓰고 있습니다~,5,22.06.17.,,
1238,엠사이즈  좋네요  라지도 기대됩니다,5,22.05.16.,,
1239,좋아요대만족입니다 이뻐요,5,22.06.03.,,
1240,조금 얇은느낌은 있어요 핏만족 사이즈 만족,5,22.06.04.,,
1241,재질좋고 가격착하고  만족해요 ^^,5,22.05.17.,,
1242,예쁘고 편하게 입기 좋아요.,5,22.06.13.,,
1243,"여름이라 조금 크게 입으려고 샀는데
편하고 재질도 부드러워요.
근데 그냥은 입으면 안되고 
한번 세탁해서 입거나 
테이프클리너로 한번 밀고 입는게 좋을것 같아요.",5,22.05.23.,,
1244,어깨 봉제선 때문에 어깨가 좀 넓어보이는 느낌이 들긴 하는데 세탁 후 입으면 괜찮을 것 같아요. 다른 건 다 마음에 듭니다. 배송은 평균적이에요,4,22.05.24.,,
1245,아주 좋아요……ㅋㅋㅋ,5,22.06.21.,,
1246,신랑이 완전 ㅈ·6ㅎ아해요,5,22.06.22.,,
1247,딸 아이가 좋아합니다,5,22.06.16.,,
1248,이뽀용~~잘입으께여~~~,5,22.06.11.,,
1249,제가 원하던 그레이는 아니지만 괜찬아요 그리고 배송은 빠르답니다,3,22.05.31.,,
1250,"얼마전  남자친구랑 커플티로 하나샀는데
재질도 괜찮고 해서 부모님껏도 재구매햇어요",5,22.06.03.,,
1251,"시원하게 잘입고있습니다
추가구매예정입니닷",5,22.06.11.,,
1252,커플티로 샀어요! 기장은 조금 긴데 넣어입으니 딱 좋네요,5,22.06.05.,,
1253,색상도 이쁘고 착용감 핏 최고네요.,5,22.05.21.,,
1254,딸아이가 좋아합니다,5,22.06.16.,,
1255,항상 믿습니다. 감사합니다.,5,22.06.13.,,
1256,항상 믿습니다. 감사합니다.,5,22.06.13.,,
1257,부모님 선물로 사드렸는데 좋아하시네용,5,22.06.09.,,
1258,부모님 선물로 사드렸는데 좋아하시네용,5,22.06.09.,,
1259,신랑 사줬는데 키181cm에 어깨가 조금 넓은편인데 적당히 넉넉하게 핏도 색상도 너무예뻐요!!!재질도 너무 좋구요!!완전 만족합니다ㅎㅎ,5,22.05.01.,,
1260,사이즈좋고 옷도깔끔하니이쁩니다 다른색도 추가로구입하고싶은티셔츠네요,5,22.06.01.,,
1261,"160키에 입으면 엉덩이덮어요, 팔이랑 몸통부분 모두 넉넉해서 오버핏으로입기 완전좋아요!다른색도 구매하려구요ㅎ",4,22.05.07.,,
1262,남친이랑 커플로잘 입겠습니다,4,22.05.24.,,
1263,"선물해줬는데,맘에들어하네요",5,22.06.11.,,
1264,♤색상도 너무 이쁘구요~역시 폴로입니다~잘  입을께요^^,5,22.06.05.,,
1265,"남자사이즈라 확실히 크네요 스몰 살껄
넉넉해여 브리넥이 시원하구오",3,22.06.02.,,
1266,좋아요~~~~~~~,4,22.06.24.,,
1267,잘입고 있어요!!!,5,22.06.20.,,
1268,어깨가 넓은편이라 걱정했는데 어깨에 딱 맞아요 너무 이쁘고 문의사항도 사장님이 친절하게 알려주십니다,5,22.05.26.,,
1269,어깨가 넓은편이라 걱정했는데 어깨에 딱 맞아요 너무 이쁘고 문의사항도 사장님이 친절하게 알려주십니다,5,22.05.26.,,
1270,너무 좋은 옷이네요정말,5,22.06.12.,,
1271,재질좋고 잉크 색감좋네요,5,22.05.19.,,
1272,약간 앒습니다만 촉감 괜찬고 기장이 너무 안길어 좋습니다  평소 100 입는데 M 사이즈 딱 좋습니다,5,22.05.14.,,
1273,"우먼 브이넥m 과 맨s 라운드 비교샷 입니다. 
남편꺼 살까말까하다 보기만하고 매장에서 브이넥 제껏만 사왔는데 맘이쓰여 온라인 검색으로다 좋은 가격에 믿을만한 싸이트 발견!!!! 저렴한 가격에 정품폴로티 너무 잘 샀습니다.  남녀공용이라 저도 번갈아 입어야겠어요~^^최고최고!!
좌측 매장 우먼제품브이넥m 과 
우측  나라아울렛 라운드s. 또 사러갑니다~ ^^",5,22.04.18.,,
1274,아주 예뻐요!!! 추천합니다,5,22.05.19.,,
1275,남편이 잘 입고 있어요 ㅅ,5,22.05.28.,,
1276,배송이 빨라서 좋아요 ㅎㅎ,5,22.05.24.,,
1277,배송 빨라요 옷 잘 샀어요~,5,22.06.09.,,
1278,조금 크긴한데 여름이라 괜찮아요,5,22.05.20.,,
1279,가격대비 옷이쁘고 질감좋네여 만족,5,22.06.09.,,
1280,"커플로 입으려고 주문했어요
완전 잘 입고 다녀요
근ㄷㅔ 폴로 자수에 실이 한올 풀림 ㅠㅠ",5,22.06.04.,,
1281,"커플로 입으려고 주문했어요
완전 잘 입고 다녀요
근ㄷㅔ 폴로 자수에 실이 한올 풀림 ㅠㅠ",5,22.06.04.,,
1282,옷 되게 심플하고 이쁩니다 정품 맞구요 이 가격에 살 수 있다니 가성비 갑 사장님 친절하시고 옷 되게 얇아서 시원하게 입을 수 있을거 같아요 많이 파세용 다만 얇아서 비침이 있어서 남자분들은 패치 필수일수도,5,22.04.25.,,
1283,딱 좋네요 싸보이지도않고,5,22.05.24.,,
1284,딱 좋네요 싸보이지도않고,5,22.05.24.,,
1285,"배송빠르고요~
163  53 평소55~66입는데요
헐렁하게 입고싶어성M주문했는데요
적당한 오버핏에 부들부들 면촉감이 좋아요👍
앏아서 한여름에 덥지않게 시원하겠어요🥰🥰🥰
다른색상도데려와야겠어요^^",5,22.05.01.,,
1286,면  퀄리티가 좋아 쾌적하게 입을수있어요,4,22.06.08.,,
1287,"저렴하고 여름에 편하게 막 입으려 여러장 구매했습니다. S사이즈라도 여성분에겐 좀 클듯합니다
남자 95도 여유 있습니다",3,22.05.07.,,
1288,옷 재질은 좋은데 접혀와서 그런지는 몰라도 어깨쪽이 좀 솟아있음....  세탁해보면 알겠죠 뭐,5,22.05.31.,,
1289,마음에 듭니다 좋아요,5,22.06.09.,,
1290,마음에 듭니다 좋아요,5,22.06.09.,,
1291,빠른배송 너무나 감사합니다,5,22.05.21.,,
1292,우선 브이넥이라 티 한장만 입어도 고급스러워 보이고 너무 예뻐요! 배송도 빨랐고 다른색 또 사려고요!! ♥️♥️,5,22.05.07.,,
1293,이뻐요 절 샀어요 또 구매할께요,5,22.05.16.,,
1294,정품이라고 믿을뿐이예요....폴로 다비슷해서,4,22.05.17.,,
1295,진짜 만족입니다!!!,5,22.06.16.,,
1296,너무좋아여 진짜 좋아,5,22.05.25.,,
1297,배송 빠르게 오고 옷도 이뻐요,5,22.06.10.,,
1298,저렴하게 잘산거같아요 예뻐용,5,22.05.18.,,
1299,만족합니다. 많이 파세요,5,22.06.07.,,
1300,편하게 입기 좋아요 ㅎㅎ,4,22.06.14.,,
1301,빠른 배송이 좋습니다.,5,22.06.15.,,
1302,빠른 배송이 좋습니다.,5,22.06.15.,,
1303,심플하면서 겁나게 이쁘네여,5,22.06.10.,,
1304,아주 예뻐요!!! 추천합니다!!,5,22.05.19.,,
1305,원하던 노랑색입니다 재질도 좋아요,5,22.05.19.,,
1306,178에 84키로인데 후기에 XL 생각보다 크다고 해서 L로 새로 주문해야되나 고민했는데 어깨가 넓고 배가 나온 체형이라 그냥 주문했어요 입어봤더니 너무 편하게 잘맞아요ㅠ 안커요 평소에 XL 입으셨던 분들은 걍 사심 될거 같네요,5,22.04.24.,,
1307,"옷 색깔 너무 이쁘고
주변분들이 5년이상 젊어보인다고 하더라고요ㅎㅎ
기분이 아주 좋았습니다😀
참고로 전 37살",5,22.05.04.,,
1308,잘받았습니다 잘입을께요,3,22.06.16.,,
1309,살짝 큰 감있는데 운동해서 몸을 키워서입음될듯요 옷은 편하고 디자인도예뻐요 ㅎ,5,22.05.28.,,
1310,좋아요 도살게뇨’!,5,22.05.27.,,
1311,걍좋와요 매우좋와요,5,22.05.25.,,
1312,컬러도 산뜻하고 만족합니다.,5,22.06.11.,,
1313,천이 얇기는 하지만 면이라 그런지 시원하고 재질도 괜찮아요,4,22.05.15.,,
1314,색상과 재질이 만족스럽습니다,4,22.05.20.,,
1315,재질이 시원해서 좋아용,5,22.06.11.,,
1316,"폴로는 사랑입니다.
질감도 좋고 편합니다.",5,22.05.19.,,
1317,이쁘고 싸게 잘산거같아요 감사합니다,5,22.06.05.,,
1318,"핏이 딱 어디에든 매치하기 좋구요 
커플티로 딱이에요 
사장님 번창하세요🐨",5,22.05.14.,,
1319,정핏입니다 괜찮네요,5,22.05.22.,,
1320,생각보다 옷감이 얇아서 되게 시원해욘,5,22.06.08.,,
1321,빠른 배송이 좋습니다.,5,22.06.15.,,
1322,빠른 배송이 좋습니다.,5,22.06.15.,,
1323,심플하면서 겁나게 이쁘네여,5,22.06.10.,,
1324,아주 예뻐요!!! 추천합니다!!,5,22.05.19.,,
1325,원하던 노랑색입니다 재질도 좋아요,5,22.05.19.,,
1326,178에 84키로인데 후기에 XL 생각보다 크다고 해서 L로 새로 주문해야되나 고민했는데 어깨가 넓고 배가 나온 체형이라 그냥 주문했어요 입어봤더니 너무 편하게 잘맞아요ㅠ 안커요 평소에 XL 입으셨던 분들은 걍 사심 될거 같네요,5,22.04.24.,,
1327,"옷 색깔 너무 이쁘고
주변분들이 5년이상 젊어보인다고 하더라고요ㅎㅎ
기분이 아주 좋았습니다😀
참고로 전 37살",5,22.05.04.,,
1328,잘받았습니다 잘입을께요,3,22.06.16.,,
1329,살짝 큰 감있는데 운동해서 몸을 키워서입음될듯요 옷은 편하고 디자인도예뻐요 ㅎ,5,22.05.28.,,
1330,좋아요 도살게뇨’!,5,22.05.27.,,
1331,걍좋와요 매우좋와요,5,22.05.25.,,
1332,컬러도 산뜻하고 만족합니다.,5,22.06.11.,,
1333,천이 얇기는 하지만 면이라 그런지 시원하고 재질도 괜찮아요,4,22.05.15.,,
1334,색상과 재질이 만족스럽습니다,4,22.05.20.,,
1335,재질이 시원해서 좋아용,5,22.06.11.,,
1336,"폴로는 사랑입니다.
질감도 좋고 편합니다.",5,22.05.19.,,
1337,이쁘고 싸게 잘산거같아요 감사합니다,5,22.06.05.,,
1338,"핏이 딱 어디에든 매치하기 좋구요 
커플티로 딱이에요 
사장님 번창하세요🐨",5,22.05.14.,,
1339,정핏입니다 괜찮네요,5,22.05.22.,,
1340,생각보다 옷감이 얇아서 되게 시원해욘,5,22.06.08.,,
1341,핏도 좋고 예쁘고 시원해요,5,22.06.07.,,
1342,"목선이라고 해야 하나요?얇아서 말릴거 같아요,아쉽~~~",4,22.05.15.,,
1343,조금 넉넉하고 색감 이쁨 여름철에 넉넉함이 좋을때가 있음 패션이라 생각함,5,22.06.02.,,
1344,천이 너무 얇어서 비친다,3,22.06.11.,,
1345,"딸아이가 맘에든데요
키170에 60킬로대 여성 M 잘맞아요",5,22.05.18.,,
1346,"딸아이가 맘에든데요
키170에 60킬로대 여성 M 잘맞아요",5,22.05.18.,,
1347,재질부드럽고 좋아요,5,22.06.11.,,
1348,빠른배송 잘받았습니다,5,22.06.13.,,
1349,핏이 좋고 예뻐요 ~~,5,22.06.08.,,
1350,좋은가격 좋은상품 너무좋네요^^,5,22.06.09.,,
1351,이쁩니다 좋습니다 깔끔합니다,5,22.06.12.,,
1352,안좋은게 있을까요 마움에들어요,5,22.05.18.,,
1353,남친이 덩치가 커서 조마조마 했는데 조금 커용 !! 근데 딱 맞는 핏을 원하는데 조금 헐렁해용 그래도 가격대비 최고 !! 질도 좋고 또 살게요 ㅎㅎ,5,22.04.27.,,
1354,가격흘룽하고 편해요,5,22.05.24.,,
1355,선물했어요 ㅎ 잘입고다니심,3,22.06.08.,,
1356,색상이나 면의 착용감이 좋아요.,5,22.06.09.,,
1357,면이 부드럽고 좋아요,5,22.05.21.,,
1358,면도 좋고 좋아요!,5,22.06.13.,,
1359,기장이 길어서 바지안에 넣어 입어야 할거 같아요... 질감은 좋아요... 다만 얇아서 안이 조금 비칠수 있어요,4,22.05.06.,,
1360,"판매자분 넘 친절 
이쁩니다",5,22.06.13.,,
1361,너ㅜ좋아요!!!!!!,5,22.06.18.,,
1362,이뻐요 다른색상도 구매중이에요,5,22.06.08.,,
1363,이뻐요 다른색상도 구매중이에요,5,22.06.08.,,
1364,네이비 색이 진한 색상인 줄 알았는데 조금 연하다고 할까요? 아빠 반팔티 네이비 색상이에요ㅋㅋㅋ 그치만 예뿌고 사이즈도 둘 다 잘 맞아서 잘 입을게요🤍,5,22.05.05.,,
1365,네이비 색이 진한 색상인 줄 알았는데 조금 연하다고 할까요? 아빠 반팔티 네이비 색상이에요ㅋㅋㅋ 그치만 예뿌고 사이즈도 둘 다 잘 맞아서 잘 입을게요🤍,5,22.05.05.,,
1366,역시 폴로 짱이에요 이뻐요 싸게사서 조아요~,5,22.06.03.,,
1367,아주 좋아여 또 사고 싶어요~~ 카키,5,22.05.23.,,
1368,시원하고 좋아요 만족해요,5,22.06.09.,,
1369,면도 부드럽고 타이트하게 나와서 더 맘에들어요.,5,22.05.16.,,
1370,너무 예뻐요 잘입고있습니다!,5,22.06.10.,,
1371,길이도 적당하고 딱 좋아요,5,22.06.09.,,
1372,배송 빠르고 편하게 입기 좋습니다.,4,22.05.19.,,
1373,재질조 좋고 가격도 착해서 좋아요~~^^,5,22.05.17.,,
1374,재질이맘에드네요.ㆍ,3,22.06.14.,,
1375,나쁘지 않았습니당 좋아요!,5,22.06.07.,,
1376,막 편하게 입으려고 주문했는데 좋네요!,5,22.06.10.,,
1377,남편이 올 여름 자주입습니다! 무난해서 좋아해요,5,22.05.31.,,
1378,재질도 좋고 무엇보다 배송 빨라서 좋아요ㅋㅋ,5,22.06.07.,,
1379,재질도 좋고 무엇보다 배송 빨라서 좋아요ㅋㅋ,5,22.06.07.,,
1380,예뻐요 다른색상도 살거에요,5,22.05.19.,,
1381,선물용으로 구매했어요 깔끔하고좋아요~,5,22.05.14.,,
1382,부드럽고 편하고 좋습니다. 다른 색깔 구매할 생각입니다. 정사이즈고 핏 예뻐요,5,22.05.24.,,
1383,폴로는 항상 무난하고 예뻐여,5,22.06.09.,,
1384,여친이랑 커플티로 샀는데 만족합니다. 좀 얇긴하네요 꼭쥐스가 보입니다,5,22.05.27.,,
1385,커플티 하려고 구매했는데 너무 만족합니다ㅠㅠㅠ,5,22.05.17.,,
1386,생각보더 얇고 엄청 예뻐요 브이넥 처음인데 안늘어날것 같아서 좋아요,5,22.05.08.,,
1387,배송 빠르고 좋아요,5,22.05.21.,,
1388,넘나 편하고 이쁩니당~,5,22.06.11.,,
1389,배송이빠르고 만족이에요,5,22.06.09.,,
1390,생각 보다 더 괜찮은거 같아요,5,22.06.08.,,
1391,생각보다 더 괜찮은것 같아요,5,22.06.08.,,
1392,"95사이즈 남자인데 S사이즈도 여유 있네요
여성분들이 입으시기에는 조금 큽니다
한국 수입 폴로사이즈는 아니네요",3,22.05.07.,,
1393,재질은 조금 애매하긴한데 그외 부분은 다마음에 듭니다!!,5,22.05.31.,,
1394,재질은 조금 애매하긴한데 그외 부분은 다마음에 듭니다!!,5,22.05.31.,,
1395,잘입겠습니다 맘에드러요 번창하세용사장님 ㅋ,5,22.05.31.,,
1396,잘입겠습니다 맘에드러요 번창하세용사장님 ㅋ,5,22.05.31.,,
1397,약간 기장이 긴 느낌은 있지만 옷 좋아요,5,22.06.06.,,
1398,생각보다 좀 크지만 맘에듭니다,4,22.06.05.,,
1399,정말 이뿌고 좋더라구요,5,22.05.17.,,
1400,편하고 저렴하게 구매해서 굿굿,5,22.06.10.,,
1401,마음에 들어요! 딱 정 사이즈고 잘 산 것 같아용,5,22.05.13.,,
1402,착한가격에 너무잘샀어요 마음에들어요,4,22.05.31.,,
1403,커플티로 구매했는데 너무 만족합니다ㅠㅠ,5,22.05.17.,,
1404,남편이 잘입고 댕겨요,5,22.06.12.,,
1405,폴로 마크가 예뻐요 재질은 약간 보풀 날거같은 느낌..?,5,22.05.13.,,
1406,"이뻐요 커플티로 샀는데 질도 좋네요,,",3,22.05.11.,,
1407,재구매 합니다 부드럽고 좋아요,5,22.05.18.,,
1408,커플티로샀는데 좋아요,5,22.05.19.,,
1409,사이즈는 정사이즈 같고 핏 예쁘고 커플티로 좋아요,5,22.05.15.,,
1410,아빠 사드렸어요 좋아하세요,5,22.05.21.,,
1411,"키 170에 몸무게 66정도인데
S사이즈가 딱 맞아요
M도 갖고있는데 이건 좀 더 기장이 길고 핏이 루즈해서 괜찮습니다~",5,22.05.04.,,
1412,폴로는 말이 필요없죠,5,22.05.20.,,
1413,진짜 좋아여 아주 좋아,5,22.05.25.,,
1414,빠른배송감사합니다!!,5,22.05.21.,,
1415,"선물용으로삿느데 빠른배송에
질도좋앙요 정품은 확실한듯 굳",5,22.05.07.,,
1416,배송빠르고 잘구매한것같아요 만족,5,22.05.19.,,
1417,소재도 짱짱하고 너무 예쁩니다😍,5,22.06.08.,,
1418,고급스럽고 재질도 부드러워서 부담이 없어요~~ 폴로인데 비싸지 않은 가격에 사서 만족스럽고 한여름에도 잘 입을 수 있을 만큼 두껍지 않습니다. 사이즈는 딱 정사이즈에요:),5,22.04.27.,,
1419,아주 편해요 잘샀어요,5,22.06.12.,,
1420,생각보다 너무 이뻐요,5,22.06.09.,,
1421,"커플로 딱이에여!!
내수탈",5,22.06.08.,,
1422,남편거 주문했는데 이쁘대요,5,22.05.18.,,
1423,좋아요 ~~좋아요 ~~,5,22.07.01.,,
1424,부들부들하고 사이즈도 널널해서 편해요~,5,22.05.19.,,
1425,조아요 역시 뽈로입니다 여름에 입기조음,5,22.05.13.,,
1426,색 다 모으기중... 다음엔 노란색을 겟하겠습니다 ㅎㅎ,5,22.06.03.,,
1427,색 다 모으기중... 다음엔 노란색을 겟하겠습니다 ㅎㅎ,5,22.06.03.,,
1428,너무 마음에 들어요 핏도 예쁘고 보들보들 느낌도 좋아요! 얇아서 여름에 입기 좋아요,5,22.05.23.,,
1429,슬림허기는 한데ㅜ잘 입고 있습니드,5,22.06.04.,,
1430,흰색 사서 아직까지 잘 입고 있어요,3,22.06.09.,,
1431,한국사이즈 100이면 M 정핏,5,22.05.24.,,
1432,"첨에 다들 한치수 작게 사라고 했는데 원래 사이즈를 S 아니면 M 사이즈를 입어서 S사이즈 샀는데 
잘 맞아요 딱 적당해요 제가 55사이즈 입어서 S가 젤 비슷 하더라구요 저는 만족 합니다!!
생일 선물 겸 커플티로 샀는데 사길 잘 했어요 !",5,22.05.16.,,
1433,큐알 코드가 없긴 한데 옷이 이뻐서 만족합니당 다른색도 구매할까 싶네요 날씬55 s 적당히 편하게 맞아요,5,22.05.03.,,
1434,배송 빠르고 품질 만족입니다,5,22.06.07.,,
1435,배송 빠르고 품질 만족입니다,5,22.06.07.,,
1436,지데로 왓네요 평범함,5,22.05.22.,,
1437,시원하게 편하게입겠네요,5,22.06.11.,,
1438,고급스럽고 상품른 좋아요,5,22.05.18.,,
1439,조금크게느껴져요 그래도이뻐요,5,22.06.03.,,
1440,검빨 이뻐요🫶🏻❤️‍🔥 여러분도 커플티로 입으세용 마크야 고맙다~~,5,22.05.15.,,
1441,너무 예쁘고 핏도 좋고 크게 나와서 여성분들은 한치수 작게 사세용,5,22.05.11.,,
1442,항상 구매하는곳 잘입을께요,5,22.06.10.,,
1443,자주입고다니고역시좋아오,5,22.06.10.,,
1444,가격대비 체고 이뻐요,5,22.05.19.,,
1445,평소66입어서 m주문했는데 너무커요,5,22.06.10.,,
1446,생긱보디 크지만 재질 좋아요,5,22.05.17.,,
1447,맘에들어유 괜찮아요,5,22.05.19.,,
1448,옷이 생각보다 많이커요.그리구 빨아도 천 먼지가 많이나오네요,3,22.05.29.,,
1449,"사이즈좋구요.
천은 약간도톰한편이옝노~",5,22.05.31.,,
1450,핏은 별로임 착용감 좋음 사이즈 넉넉함,4,22.06.02.,,
1451,가격대비 너무 좋아요... 편하게 잘 입고 있습니다.,5,22.05.28.,,
1452,아직 받지는 않았지만 좋을꺼라고 믿고 있어용^^,5,22.06.07.,,
1453,이뻐서 계속 구매해서 입는중이에요,5,22.06.08.,,
1454,검정하고 잉크색은 재구매 할 생각 있음 색감이 좋은편,5,22.06.02.,,
1455,뱌송 빠르고 간편하게 입기 좋습니다.,4,22.05.19.,,
1456,잘받았습니다.잘입을게요.,5,22.05.24.,,
1457,사이즈도 잘맞고 좋아요,5,22.05.18.,,
1458,상품 배송 만족 ㅎㅎ,5,22.05.25.,,
1459,계속 구매하고 싶을 만큼 좋습니다,5,22.06.08.,,
1460,가격 배송 모두 만족해요,4,22.05.18.,,
1461,심플하게 입기 적당한 핏 이네요~ 퀄리티가 최상까지는 아니지만 가격 민큼의 역할은 충분히 합니다. 여행 때 이쁘게 착용 했습니다.,5,22.05.01.,,
1462,너무 예쁘고 깔끔하게 여러모로 잘어울리네요~♡,5,22.06.07.,,
1463,심플하면서 겁나 이쁩니다.,5,22.06.10.,,
1464,"생각보다 크지만 잘 입고있습니다,",5,22.06.06.,,
1465,핏도 편안하고 이쁩니다,5,22.06.07.,,
1466,편하게 잘 입고 있습니다.,5,22.06.11.,,
1467,"기본 색상이고 저렴해서 여러장 구매했습니다
여성들 입기에는  S사이즈라도 다소 사이즈 클듯 합니다 한국 수입 폴로 사이즈는 아닙니다",3,22.05.07.,,
1468,정말 편하고 좋아요,5,22.05.19.,,
1469,빠른배송 핏이딱좋아요,5,22.06.07.,,
1470,여름에 입기 너무 좋네요! 늘어나지도않고 좋아요,5,22.05.27.,,
1471,남자친구 선물해주려고 샀는데 157인 제가 원피스로 입어도 이쁠 핏과 길이네요 ㅎㅎ,5,22.05.12.,,
1472,깔끔하고 이뻐서 좋아요,5,22.06.07.,,
