,comment,star,date,,상품 링크
970,좋아요~~~~~~~~,4,22.04.20.,,
971,품질 좋고 사이즈 맞습니다,5,22.03.15.,,
972,좋아요~~~~~~~~~,5,22.04.20.,,
973,좋아요~~~~~~~~~~,4,22.04.20.,,
974,평소 백화점에서 하나씩 사입었는데  .. 가격좋구  다좋아요..,5,22.04.02.,,
975,"이쁘네요
배송은 일주일정도걸린것같아요
깔끔하게만족해요",5,22.03.07.,,
976,완전 좋아요 소재랑 색감이랑 ...,5,22.04.02.,,
977,너무 좋고 편해요! 항상 여기에서만 폴로 사요 ㅎㅎ,5,22.03.11.,,
978,너무 좋고 편해요! 항상 여기에서만 폴로 사요 ㅎㅎ,5,22.03.11.,,
979,배송빨라요 착용전 입니다,4,22.04.06.,,
980,기본티로 구매했는데 두께랑 핏 다 좋아요,5,22.03.13.,,
981,생각보다 편합니다. 목부분 답답할까 걱정이었는데 편하네요 이번 여름 옷 끝났네요,5,22.03.24.,,
982,색상 예뻐요 폴로는 말모말모 잖아요^^,5,22.03.12.,,
983,"약간 박시하게 입는데 면도 좋고 너무 붙지않아서 좋아요 163, 58키로 나가는데 붙게 입을려면 L지입어도 무난할듯합니다
아주 만족입니다 ~^^ 
또 사러 올게요",5,22.03.15.,,
984,아주 좋고 예쁩니다,5,22.04.09.,,
985,아주 좋고 예쁩니다,5,22.04.09.,,
986,아주 좋고 예쁩니다,5,22.04.09.,,
987,편하고 가볍게 입기 좋아요,4,22.03.15.,,
988,기본티에 충실해서 여름에 잘입을꺼 같아요,4,22.03.15.,,
989,아직 입어보진않았는데 예버여,5,22.03.16.,,
990,배송 생각보다 빠르고 좋아요,5,22.03.31.,,
991,면좋구 깔끔하고 색상 너무이쁨니다.,5,22.04.02.,,
992,"170에75인데 XL가 딱맞아요.5키로정도
빼면 이쁠거같습니다.",5,22.03.09.,,
993,넘넘 좋아요 저렴해요,4,22.03.10.,,
994,예뻐요~~ 사이즈 딱 좋네요,5,22.03.09.,,
995,평소 상의 여성 90 입는데 보이즈 엠 하니까 딱 맞도 생각보다 옷도 탄탄해서 만족해요,5,22.03.25.,,
996,"만족스럽습니다
흰색 반팔은 마니 얇네요",5,22.03.31.,,
997,66사이즈 xl 좀 커요 ㅜㅜ l사이즈가 딱일듯 싶어요 그래도 루즈하게이뻐요,5,22.03.17.,,
998,아직 입어보진 않았지만 이뻐요,5,22.04.01.,,
999,배송도 빠르고 좋아요,5,22.03.31.,,
1000,색상도 이쁘고 약간 오버핏 좋아요 이뻐요,5,22.03.08.,,
1001,"꽈배기니트 xl 살짝 크길래 이번에는 l로 사봤어요 
빈팔은 핏하게 입으니까 L 좋아요~~!
또 사러 오겠습니댜",5,22.03.18.,,
1002,"꽈배기니트 xl 살짝 크길래 이번에는 l로 사봤어요 
빈팔은 핏하게 입으니까 L 좋아요~~!
또 사러 오겠습니댜",5,22.03.18.,,
1003,잘받았습니다 잘받았습니다,5,22.04.27.,,
1004,"사이즈도 적당하고 괜찮아요.
배송도 생각보다 빠르고 좋아요.",5,22.02.23.,,
1005,기본티 잘 입을거 같아요 굿굿,5,22.03.13.,,
1006,"좋아요
XL 100사이즈 되는거 같습니다",5,22.03.10.,,
1007,저렴한데배송도빨라요,5,22.03.30.,,
1008,배송도 빠르고 좋앙ᆢ,5,22.03.31.,,
1009,"배송무지빠르고 판매자분도 친절하십니다
158/50 사이즈 넉넉합니다",5,22.02.26.,,
1010,많이 비치지도 않고 사이즈도 딱 맞고 배송도 안 늦고 좋으요,5,22.03.02.,,
1011,입기편하고 질이좋아요,5,22.03.25.,,
1012,입기편하고 질이좋아요,5,22.03.25.,,
1013,입기편하고 질이좋아요,5,22.03.25.,,
1014,배송빠르고  예쁨니다  좋아요,4,22.03.03.,,
1015,배송도 빠르고 164 에54인데 딱맞아요 크게입으신꺼면 xl추천드려요 라지는 어중간할수도있어요,5,22.02.19.,,
1016,색깔도 이쁘고 사이즈도 정사이즈에요 이뻐요,5,22.03.22.,,
1017,배송 빠르게 왔습니다. 옷 품질도 좋아요.,4,22.02.26.,,
1018,핏도좋고딱맞네요.다시방문하겠습니다,5,22.03.11.,,
1019,좋아요 또여기서살게요,5,22.03.21.,,
1020,배송두 빠르구  옷예쁨니다,4,22.03.03.,,
1021,배송도 빠르고 164 에54인데 딱맞아요 크게입으신꺼면 xl추천드려요 라지는 어중간할수도있어요,5,22.02.19.,,
1022,"오버핏으로 입으려면 엑라사이즈로 해야겠네영 
라지는 애매해요",5,22.02.27.,,
1023,예쁘고 체구 작은데 잘맞아요,5,22.03.25.,,
1024,"얇긴 얇아요.
그래도 배송 빠르고 핏도 괜츈!!
담에 다른색도 살께요",5,22.02.20.,,
1025,아부지 드릴려고 구매했어요. 잘 입고 다니시니 기분 좋네요 ㅎㅎ,5,22.03.14.,,
1026,아빠 드릴려고 구매했어요. 잘 입고 다니셔서 기분 좋아요 ㅎㅎ,5,22.03.14.,,
1027,이뻐요  가족다같이  한장씩  샀어요,4,22.03.21.,,
1028,사이즈도 정사이즈 색감도 너무 이뻐요,5,22.03.22.,,
1029,사이즈도 정사이즈 색감도 너무 이뻐요,5,22.03.22.,,
1030,사이즈도 정사이즈 색감도 너무 이뻐요,5,22.03.22.,,
1031,배가 나와서 좀 작네요,4,22.03.22.,,
1032,이뻐요  가족꺼  한장씩 다샀어요,4,22.03.21.,,
1033,딱 핏 되게 맞아서 여름에 잘 입을 수 있을 것 같아요~,5,22.03.19.,,
1034,배송도 품질도 만족합니다~~~^^,5,22.03.25.,,
1035,배송도 품질도 만족합니다~~~^^,5,22.03.25.,,
1036,배송도 품질도 만족합니다~~~^^,5,22.03.25.,,
1037,배송도 품질도 만족합니다~~~^^,5,22.03.25.,,
1038,배송도 품질도 만족합니다~~~^^,5,22.03.25.,,
1039,"생각보다 사이즈가 넉넉하도라고요 엠으로 살 걸
그랬네요 근대 너무 예쁘고 맘에 들어요",5,22.02.08.,,
1040,S랑 m이랑 섞어서 구매했는데 55반인데 핏하게 입는 거 좋아해서 S가 더 맘에 들어요~~,5,22.02.19.,,
1041,생각보다 더 딱 맞아서 한사이즈큰걸 샀어야했나싶지만 깔끔하고좋습니당,5,22.02.16.,,
1042,여러장샀어요  이뻐요,4,22.03.21.,,
1043,M랑 L섞어서 구매했는데 55반인데 핏하게 입는 거 좋아해서 M이 더 맘에 들어요~~,5,22.02.19.,,
1044,M랑 L섞어서 구매했는데 55반인데 핏하게 입는 거 좋아해서 M이 더 맘에 들어요~~,5,22.02.19.,,
1045,M랑 L섞어서 구매했는데 55반인데 핏하게 입는 거 좋아해서 M이 더 맘에 들어요~~,5,22.02.19.,,
1046,"천 짱짱하고 예뻐요
핏도 딱맞고요
잘입겠습니다.",5,22.03.06.,,
1047,꼭 추천합니다 사세요 사세요!!,5,22.03.02.,,
1048,그냥 폴로는 진리입니당 ㅋㅋ 겨울인데 미리 반팔티 샀어요! 공홈에서도 여러번 사봤지만 진품 확실합니다 ㅋㅋ,5,22.02.10.,,
1049,배송 빠르네여 !!! 잘 왔습니당 ㅋㅋㅋ,5,22.02.18.,,
1050,색감 핏 다 예술입니다 ㅋㅋ 평소 44입는데 m사이즈 살짝 널널하게 딱좋아요!,5,22.02.10.,,
1051,색승이 생각보다어두워요,5,22.02.23.,,
1052,폴로티는 무적권 여기서만 삽니당 배송도 빠르고 좋아요,5,22.02.15.,,
1053,너무 만족  합니다,5,22.03.16.,,
1054,아주 맘에 들어요!,5,22.03.16.,,
1055,완전 맘에 들어요!!,5,22.03.16.,,
1056,"배송빠르게 잘왔습니다.
잘입을께용",5,22.02.20.,,
1057,초 심플 완전 굿굿,5,22.03.16.,,
1058,"꺄 짱 이뽀요 :-)
키 155, 45kg입니다!
사이즈 m하니 핏안되며 이쁘게 맞아요 ♡",5,22.02.08.,,
1059,괜찮은 거 같아오ㅡ 지ㅡㄹ입을게요,5,22.03.17.,,
1060,배송도 진짜 빠릅니다 ㅎㅎ 일주일도 안걸린듯하네요,5,22.02.10.,,
1061,"고민하다 배송 늦어져쑈ㅡㅂ니다
사세용",5,22.02.14.,,
1062,싸게 잘 구매했습니다,5,22.02.17.,,
1063,"무낸해요
생각했던것보다  진한파란색",5,22.03.06.,,
1064,"162/52인데, 라지 살까 엠 살까 고민하다 딱 붙게 입고 싶어서 엠으로 시켰는데 잘 한 것 같아요! 아주 만족해요! 블랙이랑 화이트 시켰는데 화이트가 더 얇고 블랙은 톡톡해요!",5,22.02.17.,,
1065,조아요아주 추천합니다,4,22.02.08.,,
1066,빠른배송 좋은 품질입니다,5,22.02.15.,,
1067,생각보단 작았는데 여름에 잘입고 다닐 것 같아요,5,22.03.06.,,
1068,"162/52인데, 라지 살까 엠 살까 고민하다 딱 붙게 입고 싶어서 엠으로 시켰는데 잘 한 것 같아요! 아주 만족해요! 블랙이랑 화이트 시켰는데 화이트가 더 얇고 블랙은 톡톡해요!",5,22.02.17.,,
1069,옷 깔끔하고  배송이  엄청  빨라요,5,22.02.16.,,
1070,옷 깔끔하고  배송이  엄청  빨라요,5,22.02.16.,,
1071,생각보다빨리왔어요~,5,22.02.16.,,
1072,빠른배송 품질 좋습니다.,5,22.02.15.,,
1073,기본티 잘 구매했습니다,5,22.02.17.,,
1074,하자없이 깨끗한 상품와써요,4,22.03.08.,,
1075,너무너무 이쁩니다 ㅎ,5,22.04.01.,,
1076,너무너무어무 예뻐유 다들 사세유,5,22.02.14.,,
1077,"흠..키150에47키로아들
긴팔은 라지가 낙낙한데
반팔은 라지가 살짝 핏하네요
한철겨우겨우입겠어요
긴팔 반팔 비교해보니
반팔이 더 짧고 품도 작아요
참고하시어 구매하세요",5,22.02.17.,,
1078,색 맘에들고 44-55 정도 사이즈인데 적당히 여유있어서 좋네요,5,22.02.25.,,
1079,반팔은 m사이즈 적당해요. 너무 붙지도 크지도 않는 사이즈,4,22.02.04.,,
1080,배송빨라요!!!!!,5,22.03.11.,,
1081,"이뽀요 :-)
기본이지만 참 이쁘네요 !",5,22.02.08.,,
1082,"색이 정말 이쁘네요
제가 66사이즈입는데 핏하게 잘 맞네요",5,22.02.17.,,
1083,"같은 라지라도 긴팔이랑 품 이나 기장이 다르네요
반팔은 좀 핏해요
라지는 낙낙핫데ㅜㅜ",4,22.02.17.,,
1084,이렇게 빠른 해외 배송 처음 봅니다 무튼 잘 입겠습니다 다른 컬러도 얼른 재 입고 되길 바라며 ㅠ,5,22.02.18.,,
1085,이뻐요 맘에 들어요,5,22.02.08.,,
1086,"너무 만족합니다
이쁘네요’
정사이즈입니다
폴로는 여기서 구매하세요",5,22.02.11.,,
1087,만족스럽게 잘 입고 있습니다!! 종종 구매하려고요,4,22.02.21.,,
1088,사이즈 색상 둘다 만족해요!!! 다른 색상도 구입하고 싶네요,5,22.01.29.,,
1089,입기편하고 질이좋아요,5,22.03.25.,,
1090,"158/48 L햇더니 좀 커요 M추천 ,배송빨라요",5,22.02.27.,,
1091,생각보다 얇은데 재질은 좋은거같아요!!,4,22.02.21.,,
1092,폴로직구 다 막혔는데 우드버리 계속해서 팔아주세용,5,22.02.21.,,
1093,"배송은좀늦고요.화이트색깔끔해요
제질두조아요
다른색더구매할거에요",5,22.02.08.,,
1094,핏 완전 예뻐요 66사이즈 여자가 Xl 입기 좋아요!!,5,22.02.16.,,
1095,헬스장서 입을라고 샀어요 넘 이뻐요,5,22.02.16.,,
1096,배송비절약으로 구매한건데 예쁘네요,5,22.01.29.,,
1097,사이즈도 정사이즈 색감도 너무 이뻐요,5,22.03.22.,,
1098,배송도 생각보다 빠르고 좋아여,5,22.02.15.,,
1099,생각보다 배송도 빠르고 좋아여,5,22.02.15.,,
1100,배송도 빠르고 색깔도 마음에 드네여,5,22.02.15.,,
1101,"이뽀요 :-)
기본이지만 참 이쁘네요 !",5,22.02.08.,,
1102,"색이 정말 이쁘네요
제가 66사이즈입는데 핏하게 잘 맞네요",5,22.02.17.,,
1103,"같은 라지라도 긴팔이랑 품 이나 기장이 다르네요
반팔은 좀 핏해요
라지는 낙낙핫데ㅜㅜ",4,22.02.17.,,
1104,이렇게 빠른 해외 배송 처음 봅니다 무튼 잘 입겠습니다 다른 컬러도 얼른 재 입고 되길 바라며 ㅠ,5,22.02.18.,,
1105,이뻐요 맘에 들어요,5,22.02.08.,,
1106,"너무 만족합니다
이쁘네요’
정사이즈입니다
폴로는 여기서 구매하세요",5,22.02.11.,,
1107,만족스럽게 잘 입고 있습니다!! 종종 구매하려고요,4,22.02.21.,,
1108,사이즈 색상 둘다 만족해요!!! 다른 색상도 구입하고 싶네요,5,22.01.29.,,
1109,입기편하고 질이좋아요,5,22.03.25.,,
1110,"158/48 L햇더니 좀 커요 M추천 ,배송빨라요",5,22.02.27.,,
1111,생각보다 얇은데 재질은 좋은거같아요!!,4,22.02.21.,,
1112,폴로직구 다 막혔는데 우드버리 계속해서 팔아주세용,5,22.02.21.,,
1113,"배송은좀늦고요.화이트색깔끔해요
제질두조아요
다른색더구매할거에요",5,22.02.08.,,
1114,핏 완전 예뻐요 66사이즈 여자가 Xl 입기 좋아요!!,5,22.02.16.,,
1115,헬스장서 입을라고 샀어요 넘 이뻐요,5,22.02.16.,,
1116,배송비절약으로 구매한건데 예쁘네요,5,22.01.29.,,
1117,사이즈도 정사이즈 색감도 너무 이뻐요,5,22.03.22.,,
1118,배송도 생각보다 빠르고 좋아여,5,22.02.15.,,
1119,생각보다 배송도 빠르고 좋아여,5,22.02.15.,,
1120,배송도 빠르고 색깔도 마음에 드네여,5,22.02.15.,,
1121,잘 입도록 하겠습니다 품질 굿,5,22.02.18.,,
1122,배송도 빠르고 색깔도 마음에 듭니다,5,22.02.15.,,
1123,165에 54인데 보이즈 m 딱 맞아요,5,22.02.03.,,
1124,배송도 빠르고 입으니 참 예쁘네요:),5,22.01.27.,,
1125,컬러가 쨍하니  좋네요,5,22.01.29.,,
1126,질도 괜찮아보여요 여러장 구매하였습ㄴ다,5,22.02.09.,,
1127,168 70 잘 맞아요,5,22.02.28.,,
1128,168 70 잘 맞아요,5,22.02.28.,,
1129,설연휴가껴서ㅠ배송은 좀 걸렷지만 옷은 만족합니다,5,22.02.09.,,
1130,"사이즈 딱입니다 
키 166 참고하세요",5,22.01.27.,,
1131,조아요아주 추천합니다,4,22.02.08.,,
1132,괜찮아요 괜찮아요 괜찮아요 괜찮아요 괜찮아요 괜찮아요,3,22.02.28.,,
1133,아주 좋아요 감사합니다,5,22.01.23.,,
1134,아주 좋아요 감사합니다,5,22.01.23.,,
1135,아주 좋아요 감사합니다,5,22.01.23.,,
1136,아주 좋아요 감사합니당,5,22.01.26.,,
1137,배송도 빠르고 제품도 좋아여,5,22.02.15.,,
1138,면도 좋고 만족합닏ㅏ,5,22.02.08.,,
1139,55입는데 m사이즈 딱 정핏이에요 예쁨,5,22.02.06.,,
1140,이미 구매하고 재구매했습니다. 나중에 또 구매할게요,5,22.01.06.,,
1141,44사이즈에 넉넉합니다. 편하고 좋아요!!,5,22.01.06.,,
1142,"77사이즈입는데 적당히 잘 맞아요
이제 우먼 말고 보이핏으로~~ㅋㅋ
좋ㅇ아요",5,22.01.08.,,
1143,"배송 빨라서 만족이고 네이비 헤더 색감이 넘 예쁘네요, 141cm 아들 딱 알맞게 맞아요~",5,22.01.20.,,
1144,이미 하나 있는데 갠춘해서 또 구매합니다.,5,22.01.06.,,
1145,편하게 맞아요. 안에 비치긴 하는데 마음에 들어요,5,22.02.08.,,
1146,배송 빠르고 너무 이뻐요~,5,22.01.28.,,
1147,엄청싸고 좋아요 생각보다 얇은데 여름에 시원할거같아요!,5,21.12.25.,,
1148,폴로는 촉감이 너무 좋아요 항상 애용하던 곳인데 앞으로도 항상 여기서 주문할게요,5,21.12.29.,,
1149,44사이즈인데 길이도 품도 넉넉합니다 좋아욤!!!재구매할게요!!,5,21.12.31.,,
1150,화면이랑 같고 색감이 완전 예뻐요 입었을 때 핏도 맘에 듭니다 ㅎㅎ,5,21.12.19.,,
1151,친구 주려고 구매했는데 사이즈도 적당하고 맘에들어요,5,21.12.01.,,
1152,좀작지만맘에들어요 ㅎㅎ,3,21.12.26.,,
1153,"어깨깡패에게 라지는 무리였어요ㅠㅠ
다음에 재 구매시 엑스라지 구매하려구요",4,21.11.13.,,
1154,사이즈 고민없이 그냥 제일 큰거 샀는데 길이가 생각보다 길어요.. 미쿡 잼잼들 입는 옷이 나한테 크다니…🥲… 배송도 그렇게 오래걸리지 않고 만족스러워요~ 다양한 상품글 많이 팔아주세요^^ 또 사러올게요~~~~,5,21.10.24.,,
1155,"생각보다 사이즈가 잘맞아서 좋아요
163/55 어깡 여자입니당
추첮드려용",5,21.11.13.,,
1156,재구매 하고 싶어요,4,21.12.13.,,
1157,배송도 빠르고 좋아요,5,21.12.03.,,
1158,배송도 빠르고 좋아요,5,21.12.03.,,
1159,"내년에 입힐 아들옷으로 샀어요. 여기서 자주 사지만,
친절하게 답해주시고 배송도 빨라서 늘 만족 합니다",5,21.10.23.,,
1160,우와 남편꺼랑 같이 구매했네요,4,21.12.03.,,
1161,"많이 오버핏은 아니에요
160
소재 두껍지않고 100면이라 편함",5,21.11.03.,,
1162,확실히 백화점 제품보단 퀄이 떨어지는거 같기는 한 얇은 정도인데 그래두 가볍게 착용하기 좋아요! 색은 제가 찍은 것보다 쨍한 노랑입니다. 지나가면 눈에 띄는 노랑이에용,5,21.09.12.,,
1163,색상이 좀 탁하게 나왔는데 다른 블루 반팔티랑 비교했을때 멜란지 느낌있어서 더 마음에 들어요 정55 잘 맞아요,5,21.10.14.,,
1164,165.52인데 딱 좋아요,5,21.11.02.,,
1165,너무너무 편해요 파란색이랑 주문했는데 여름동안 잘 입었어요 냐년에 또 구매하려고요,5,21.10.13.,,
1166,저렴하게 잘 구매했어요,5,21.11.15.,,
1167,"내년에 입힐 아들옷으로 샀어요. 여기서 자주 사지만,
친절하게 답해주시고 배송도 빨라서 늘 만족 합니다",5,21.10.23.,,
1168,"무난히 입을 수 있는 코튼 티 .. 거기다가 폴로 ..
아주 편하게 입을 수 있어 이지웨어",5,21.11.09.,,
1169,"배송빠른편이에요
생각했던 사이즈 입니다
만족해요",5,21.10.14.,,
1170,"배송빠른편이에요
생각했던 사이즈 입니다
만족해요",5,21.10.14.,,
1171,"라지도 하나 사봤는데 넉넉히 괜찮네요!
색 너무 이뻐요",5,21.10.05.,,
1172,잘 입고 있습니다!!,5,21.11.15.,,
1173,"158에 체구가 작은 45~7kg / 살짝 넉넉하게 L사이즈좋아요  오버핏으로 운동할때 입으려고 산건데  원하는 오버핏은 아니고 편하게 여유잇는사이즈  커보이지않아요  
흰티는 M으로 삿는데 딱맞아요 움직이다보면 딱맞아서 그런지 ㅋㅋ 어깨가 올라가네여 L사이즈가 딱인듯....  (사진뒤에 보이는 검정티가 L사이즈)
재질은 흰티보다 검정티가 탄탄하니 좋아요 흰티는 너무 흐물흐물.. 검정색이라 먼지묻는건 어쩔수없지만 심하지않고 가격대비 재질 나쁘지않아요",4,21.09.02.,,
1174,"사이즈 핏되게 딱맞아서 좋아요!!
색도 이뻐요",5,21.10.05.,,
1175,"158에 체구가 작은 45~7kg / 살짝 넉넉하게 L사이즈좋아요  오버핏으로 운동할때 입으려고 산건데  원하는 오버핏은 아니고 편하게 여유잇는사이즈  커보이지않아요  
흰티는 M으로 삿는데 딱맞아요 움직이다보면 딱맞아서 그런지 ㅋㅋ 어깨가 올라가네여 L사이즈가 딱인듯.... 
재질은 흰티보다 검정티가 탄탄하니 좋아요 흰티는 너무 흐물흐물.. 검정색이라 먼지묻는건 어쩔수없지만 심하지않고 가격대비 재질 나쁘지않아요",5,21.09.02.,,
1176,세탁 후 보니까... 옷이 틀어졌네요.. 반품 못하고 그냥 있네요... ㅠ,4,21.10.30.,,
1177,촉감도 좋고 요즘 자켓 이너로 입었다가 낮에는 자켓 벗고 입으니 좋아요,5,21.10.07.,,
1178,부드럽고 딱 생각한 그대로 사이즈네용 ㅎㅎ 예뿨요,5,21.10.12.,,
1179,여자 55사이즈는 m주면해야 핏이 예쁘게 입을꺼 같아요.. l사이즈는 약간 오버핏이에요~,5,21.10.21.,,
1180,핏 딱 좋아요 ㅋㅋ 넉넉하게 입기 좋고 색상 예뻐요 ㅋㅋ키 158/45 입니다,5,21.10.01.,,
1181,색도 예쁘고 배송도 빨랐고 만족해요,5,21.10.07.,,
1182,세탁후 보니까 옆에 라인이 옆으로 갔넹,4,21.10.30.,,
1183,매번 잘 구매하고 있어요~ 사이즈는 넉넉하네요,5,21.10.21.,,
1184,여름내내 예쁘게 잘 입었어요.  색상 사이즈 너무 맘에 들어요,5,21.10.16.,,
1185,편하게 잘 입을 수 있어서 좋음,5,21.10.29.,,
1186,"보이즈지만 사이즈만 맞으면 이게 저렴해서 이걸로 샀어요 

55사이즈라 상세설명과 후기보고 L로 했어요
제 생각보다 더 얇고 면 부드러워서 좋고 사이즈는 좀 널널한데 완전 박시하지는 않아서 편해요

저는 팔이 좀 짧은 편인데 옷이 좀 넉넉하다보니 팔 길이가 좀 길어서 저에게는 딱 팔꿈치까지 와서 좀 불편한데 접어 입으니까 문제 없네요ㅋㅋ

색 고민 많이 했는데 역시 진리의 화이트❤️
다른 색 더 사고 싶어요
배송도 5일만에 왔는데 빠르고요ㅋㅋ

번창하세요🤗",5,21.08.04.,,
1187,보이즈라 좀 크게사야해요,3,21.10.27.,,
1188,좀 얇아서 세탁을 몇 번 하면 목 부분이 늘어나서 아쉽지만 여름철에 편하게 입기엔 좋아요,4,21.10.14.,,
1189,색이 독특해서 예뻐요!,5,21.10.03.,,
1190,"158센치 49킬로인데 XL 사이즈는 좀 크네요 
색상은 너무 이뻐요~^^
근데 왜 라벨에 한국어가 써 있는거에요?",5,21.09.14.,,
1191,사이즈도 딱 맞구 재질도 좋아요,4,21.09.25.,,
1192,"보이즈XL 이나 맨즈 M 사이즈 정도 됩니다.
175/68입니다",5,21.10.02.,,
1193,개인적으로 여태 경험한 쇼핑몰중 최악입니다 대단하세요ㅋㅋ 사과는 할줄 모르고 책임 미루시는건 잘하시던데.. 응대 서비스는 뭐 말할것도 없고 판매 가치없는 회손된 거지 같은 티셔츠 보내서 구매자 과실로 상품 망가진것부터 생각하고..검수를 똑바로 하고 보냈으면 서로 편하지 않을까요??? 신기한 분이네..ㅋㅋ 귀찮고 번거롭고 짜증나게 반품 상품 회수도 안돼서 택배 나 직접 싸서 보내야되고 ㅋㅋ 사과라도 받았으면 기분이라도 안나쁘지 컴플레인하는데 대답도 없고~ 반품 상품 배송비 입금했다고 연락도 없고~ 판매자님 마인드 멋있어요~!,1,21.07.20.,,
1194,"말해 뭐해요~ 이쁘고 면좋고. ㅎㅎ
또 구매하러 올께요 
아 쿨톤이 입으면 훨 이쁠듯!!색감 참고하세유",5,21.09.10.,,
1195,라지 사이즈 충분히 잘 맞네요 여름 교복으로 잘 입었어요!,5,21.09.15.,,
1196,"빨리 배송이 와서 좋았습니다
마음에 들어요",5,21.09.14.,,
1197,굳굳굳 핏도 이쁘고 배송도 빨랐어요,4,21.10.08.,,
1198,존예에요 지금 날씨에 딱이네요 :),5,21.10.02.,,
1199,편하고 색이 너무 이쁘네요 몇가지 다른색으로 더 구매하려구요,5,21.09.23.,,
1200,싸게 사서 좋아요~,5,21.10.09.,,
1201,옷에 작게 구멍이 나 있었어요 ㅠ 검은 옷이라 그냥 볼 땐 몰랐고 입고 나서 알았네용 ㅜ 바지에 넣어 입으면 잘 안 보여서 그렇게 입습니다!,2,21.08.27.,,
1202,흰색이라 받쳐입기 좋아요,5,21.10.03.,,
1203,"봉투를 바닥에 세로로 놓고 위에서 뜯었는데 열어보니 투명봉투에 칼로 그은것같은 찢김이 있었습니다. 옷에도 자국이 나있구요. 저도 칼을 사용했지만 사진처럼 안쪽 봉투가 막아져서 봉투에 손상이 있을수가 없고 났다 하더라도 투명봉투와 옷이 저 위까지 나와있어야합니다.. 제가 이렇게 말해도 믿지도 않으실 것 같고, 톡 답장도 안해주시니 더러워서 그냥 환불 안하고 맙니다. 저번에 흰색 살때는 멀쩡한거 와서 잘 입었는데 이번에는 진짜 엉망이네요ㅋㅋ 폴로 마크는 복불복인가봅니다. 저것도 하자 아니라고 하니 뭐 할 말이 없습니다^^ 많이 파시고 부자되시길 바랍니다~",1,21.07.12.,,
1204,목부분 늘어짐이 조그 걱정되긴하는데 아직까지 2번정도 세탁후 입었을땐 괜찮았어요 ㅋㅋㅋ 휘뚜루마뚜루 입기조아요!! 155키 기준 L사이즈 적당해요,5,21.08.19.,,
1205,목부분 늘어짐이 조그 걱정되긴하는데 아직까지 2번정도 세탁후 입었을땐 괜찮았어요 ㅋㅋㅋ 휘뚜루마뚜루 입기조아요!! 155키 기준 L사이즈 적당해요,5,21.08.19.,,
1206,"베이지,그레이 둘 다 구입했는데 생각보다 목도 잘 안늘어나고 촉감도 좋아요",5,21.08.31.,,
1207,"베이지,그레이 둘 다 구입했는데 생각보다 목도 잘 안늘어나고 촉감도 좋아요",5,21.08.31.,,
1208,164 50초반 입니다 생각한 것처럼 편한 핏은 아니지만 재질이 부드럽고 생각보다 탄탄해서 오래입을 수 있을 것 같아요 마크도 선명합니다 배송은 일주일 정도 걸렸어요,5,21.08.10.,,
1209,정사이즈 입니다. 목부위 불편해요,4,21.09.23.,,
1210,원단은 얇은편이에요 그래도 이쁘니까 만족합니다,5,21.08.29.,,
1211,"작년 가을부터 여기서 옥스퍼드 셔츠랑 청셔츠 구매해서 잘 입고 있어서 여름맞이 티도 주문했어요~~ 키155정도인데 L사이즈 잘 맞구요!!
다른곳은 1장별로 배송비가 붙는데 이곳은 합배송이 되어서 너무 좋아요 ㅎㅎ",5,21.07.30.,,
1212,168/54 보이즈 m 샀어용 어깨넓어서 부족할거라고 생각했는데 괜찮아요 목도 생각보다 안불편하고 예뻐요!,5,21.08.19.,,
1213,이런 초록 색상 구매하고 싶었는데 색감 너무 이쁘고 핏도 너무 이뻐요 -! 이 티만 지금 몇 개째 구매하는 지 모르겠네요 짱짱,4,21.08.16.,,
1214,생각했던거랑 색이 좀 다르지만 그래도 이뻐요,5,21.08.29.,,
1215,좋아요!! 색도 예쁘고 편해요,5,21.08.28.,,
1216,"배송은 생각보다 빨랐습니당
색상도 원했던 거처럼 쨍해서 좋았어요
제가 실수로 라지를 시키믄 바람에 엑라보다는 약간 덜 오버핏이지만 조아여",5,21.08.09.,,
1217,편하고 핏도 예쁘고 좋은데 목부분이 너무 잘 늘어나는게 아쉬워요 ㅠㅠ,4,21.08.28.,,
1218,"빠른배송 감사합니다!!
잘 입을게요~",5,21.08.26.,,
1219,여름내내 잘 입었어요 저렴한 가격에 색깔별로 사두면 유용하네요,5,21.09.12.,,
1220,여름 교복으로 잘 입었어요. 여러번 세탁해도 검정물이 나와서 단독세탁 필수요!,5,21.09.13.,,
1221,색감도 예쁜데 가격도 저렴해서 부담없이 입기 좋아요,5,21.08.26.,,
1222,"같은 상품 흰색으로 산 후 마음에 들어서 블랙도 샀어요.
색마다 원단이 좀 다른지 흰티는 후들후들 부드러웠는데 검은티는 빳빳하다고 해야하나 힘이 있어요.
그래서 더 맘에 드네요!!",5,21.08.06.,,
1223,세탁후에도 변형없어서 좋습니다. 색상이 밝아 아들이 더 예뻐보이네요,5,21.09.10.,,
1224,어깨부분이 양쪽이 달라서 입으면 좀 티나요ㅠ 사이즈를 잘못시켜서 좀 작지만 면은 좋은것같아요,3,21.08.19.,,
1225,"배송은 생각보다 빨랐어요
어깨선 부분이 약간 뜨는 느낌이 있는데 그냥 입으려구요",3,21.08.19.,,
1226,"l사이즈가 생각보다 커서 m 으로 다시주문할려구요 색은 이뻐요
흰색티가 더 얇은것같아요",5,21.08.11.,,
1227,옷 예쁘고좋아요ㅗㅎㅎ,5,21.09.27.,,
