,comment,star,date,,상품 링크
275,"친구 생일선물로 보내줬는데 너무 좋아해서
만족합니다 친구가 화이트도 구매하고 싶다네요👍👍",5,22.03.18.,,
276,컬러가 이쁘고 포니로고  또한 진하게 잘 보이네요,3,22.03.21.,,
277,배송도빠르게오고 아주만족합니다,5,22.03.16.,,
278,감좋고 편하게입기좋아요,5,22.03.20.,,
279,티셔츠가 탄탄하고 길이도 적당하고 품도 적당해서 딱 좋아요~,5,22.03.10.,,
280,단품으로도 기본 이너로 딱 좋아요,5,22.03.15.,,
281,생각한 55보다는 큰데 괜찮습니다,5,22.03.14.,,
282,사이즈가  너무  작아요  옷은  이쁜데  주니어  옷 사이즈같아요,5,22.03.03.,,
283,이쁘게 딱 맞아요 여름에 자주 입을듯해요,4,22.02.08.,,
284,이쁘게 딱 맞아요 여름에 자주 입을듯해요,4,22.02.08.,,
285,사이즈가  너무  작아요,5,22.03.03.,,
286,얘들 이 좋아라하네요  이뿌게 잘 입을꺼같아요,5,22.02.18.,,
287,배송이 빠르고 잘 맞네요,5,22.02.20.,,
288,"몸에 약간 감기는 핏생각했는데, 팔통이 생각보다 크고 목이 많이 파이지않은게 교복안에 입던 기본티느낌나네요 소재는 부드러워요",4,21.12.18.,,
289,그레이에 네이비로고가 참 잘어울리네영,4,21.12.18.,,
290,다른색도 살걸 그랬어요 흑흑 흰색만 샀는데 탄탄하니 좋아요,5,21.11.24.,,
291,"체구가 작은데 사이즈가 타이트하다고 해서 사이즈 고민 많이 하다가 M사이즈 주문했는데 정말 딱 맞아요
저는 정사이즈 사고 싶었어서 괜찮은데 L사이즈도 나쁘지 않을 것 같네요",5,21.10.13.,,
292,여름한때잘입었어요다른컬러도구매해야겠어요..,4,21.10.21.,,
293,사이즈가딱이네요. 깔끔합니다.,5,21.11.06.,,
294,잘받았습니당. 잘쓸게요,5,21.11.11.,,
295,이번엔 하얀색으로 샀는데 하얀색도 이쁘고 담에는 검정으로 사려구용,5,21.11.06.,,
296,한  달  사용해보니  만족합니다,5,21.10.15.,,
297,편하고 잘 맞습니다. 빨아도 잘 늘어나지 않아 좋아요.,5,21.10.31.,,
298,소재도 좋고 다 좋아요 많이 파세요,5,21.10.27.,,
299,곧 다가올 기념일에 공개하고 입으려고 사실 아직 안 입어봤어요ㅋㅋ하지만 살짝 꺼내서 봤는데 완전 좋아요 백화점 제품으로 사길 너무 잘 한듯ㅠㅠ 제껀 보이즈 사고 남친껀 클래식핏으로 샀는데 보이즈가 아주 조금 더 얇고 진짜 살짝 비침 있어요. 딱 그냥 무난한 여성 의류 브랜드 흰티 느낌? 안에 쨍한 색깔 속옷 입으면 실루엣 보이는 그 정도 수준이에요. 남자친구는 비침있는 흰 티 싫어하는 데 남성용클래식핏이 더 촘촘한 느낌이라 다행이에요ㅎㅎ 이 제품도 크게 비침 걱정 없이 입을 수 있을듯 합니당 대만족! 사진에서 위가 보이즈 아래가 클래식핏이에요. 로고 크기도 차이 나서 뭔가 더 커플커플 하네요ㅋㅋ,5,21.08.12.,,
300,깔별로 다 모으고 잏어요 막입어도 꾸안꾸느낌,5,21.10.25.,,
301,m사이즈면 55입으시는 분들이 딱 맞게 입을 수 있습니다. 다만 다른 후기처럼 목부분이 좁아요!,5,21.10.12.,,
302,보이즈제품가격도좋고예쁘네요여름한철잘입었는데다른컬러도사이즈있음구매해야겠어요,5,21.09.08.,,
303,정사이즈예요 근데 목부분이 보이즈라 좀끼는듯해요,4,21.09.15.,,
304,생각보다 딱맞네요 ㅎ L사이즈도 괜찮앗을듯 ㅜ,5,21.09.29.,,
305,커플룩으로 샀는데 재질 마감선 디자인 핏 모든 면에서 너무너무 마음에 듭니다!! 포장도 꼼꼼하게 비닐에 싸서 잘 왔어요 감사합니다,5,21.08.27.,,
306,"저눈 조금 핏되게 입고싶어서 미듐주문했러요
55사이즈구요
안 입러봤는데 완전 딱 붙진않을것같고 적당할것같아유",5,21.09.09.,,
307,"어깨라인이 생각보다 조금 좁아요
그냥 정사이즈 느낌이구요
그래도 편하고 재질 나쁘지 않아서 오래 입을것 같아요",5,21.09.16.,,
308,부들부들 질이 너무 좋고 사이즈도 딱 잘맞아요,5,21.09.13.,,
309,"예쁘게 입을게요 깔끔하고 코디하기 편해요
다음에 다른색도 구매할게여~",5,21.09.04.,,
310,선물해줬는데 딱 맞아요 좋아요,5,21.10.02.,,
311,예뻐유 ㅎㅎ 좋아요 ^_^,5,21.10.03.,,
312,딱 맞습니다. 오버핏 입으실 분은 2사이즈 업 하셔야 할 듯 하네요..,3,21.09.23.,,
313,"한 사이즈 큰 사이즈도 있으면 좋을 거 같기는해서 아쉽긴 하지만
남자친구랑 이쁘게 입고 있습니다 :) 좋아요!",4,21.08.24.,,
314,"남자 여자 모두 정사이즈 느낌인데
오버핏 느낌은 없어요",5,21.09.17.,,
315,"남자 여자 모두 정사이즈 느낌인데
오버핏 느낌은 없어요",5,21.09.17.,,
316,잘 입고 다녀요 좋네요,5,21.09.30.,,
317,다시 20대로 돌아간듯요~ 흰티에 청바지 오랜만에 입어봐요. 역시 핏도 이쁘고 소재도 좋고 검증된 옷이지만 진짜 깔끔하니 만족스러워요~ 남편꺼도 사야겠어요. 커플템으로 추천드려요!!,5,21.08.21.,,
318,"아주 핏도 좋고 예뻐요
오래입을수있을꺼 같아요",5,21.09.09.,,
319,"이쁘고 좋아요! 
남자친구랑 처음으로 커플티 맞춰봤어요 :)",4,21.08.24.,,
320,"백화점 퀄리티에 가격은 진짜 넘 저렴해서, 완전 만족합니다^^
마감이나, 원단, 로고까지 진짜 매장에서 산 것처럼 깔끔하구요!
오히려, 집에서 편하게 배송받으니 더 좋네요^^
그리고 아메리칸 헤더 색상 면바지나 청바지, 린넨바지에도 다 찰떡으로 어울려서 활용도가 높아요!",5,21.08.13.,,
321,옷감도 지금 입기에 딱 좋은 것 같구요. 무엇보다 색감이 너무 예뻐요. 그리고 몸에 닿는 느낌도 까슬하지 않고 부드러우니 착용감 좋아요.,5,21.08.26.,,
322,선물했는데 좋아하네요.,5,21.09.22.,,
323,"입어보니 사이즈도 딱 좋고 핏도 너무 좋네요
 디자인도 너무 마음에 듭니다 
깔끔하고 요즘 매일 잘 입고 다니고 있네요
세탁기에 돌려도 괜찮은 거 같아요 소재가 아주 좋은 것 같아 마음에 드네요",5,21.08.20.,,
324,"디자인인깔끔하고 너무좋아요 
원단도 좋고   신랑이랑  커플로 입으려고 구매했는데 큰아이도 입고싶다고해서  가족티가되었네요  배송도 최고인고  원단디자인 핏감까지 완전 대만족입니다",5,21.08.20.,,
325,배송도 빠르고 사이즈도 저한테 딱이네요~!! 사진으로 보는것보다 실제로 입어보니 핏도 너무 이뻐서 대만족입니다~ ㅎㅎ 퀄리티가 좋아서 커플티로 입어도 너무 좋을꺼 같아서 하나 더 주문하려구요,5,21.08.16.,,
326,핏이 진짜 너무 예쁘네요~ 요즘 살이 쪄서 사이즈 살짝 크게 사긴 했는데 핏이 예뻐서 날씬해보이기도 하고 블랙이라 무난하게 매일 입어도 질리지 않는다는 점~! 진작 사서 올 여름에 자주 입고 다닐걸...ㅎㅎ 암튼 진짜 예쁘네요~,5,21.08.18.,,
327,보이즈제품잘맞아서딸아이꺼랑두개구매했어요컬러별로구매해서여름한때잘입었었는데이번엔블랙으로하나더샀어요사이즈도잘맞고예뻐요~,4,21.08.06.,,
328,보듷보들 좋아요 ㅎ,5,21.08.31.,,
329,핏도 깔끔하고 원단도 좋아서 커플티로 입으면 딱 좋을거같아용 목 늘어짐이 없는게 너무 맘에드네여! 배송도 빨라서 금방 받아봤어요,5,21.08.18.,,
330,티셔츠 진짜 입기 너무 편하고 그리고 남자 여자 남녀공용 이어 가지고 정말 괜찮은 거 같아요 정말 좋고 원단도 마음에 드네요 배송도 빨리 잘 받았습니다,5,21.08.20.,,
331,성인이지만보이즈사이즈XL를아이템있을때마다사서잘입고있었는데올여름엔면티셔츠블랙을딸아이꺼랑하나씩더구매했어요사이즈도잘맞고예뻐요~,4,21.08.06.,,
332,"커플룩으로 주문한건데 넘 맘에 들어요
백화점 라인이라 퀄리티가 다르더라구요
재질 마감등 모두 마음에 듭니다. 

배송도 완전 빠름,ㅎㅎ",5,21.08.21.,,
333,레드포니가 넘 예쁘네요 자칫 칙칙할 수 있는 블랙티셔츠에 포인트를 주고.. 커플티로 입어도 예쁠거같아서 남친한테 선물로 사주려구요~ 폴로꺼라 그런지 일반 보세 티셔츠보다 재질도 좋은거 같아요~! 잘 입고 다닐게요^-^,5,21.08.14.,,
334,"딱 원하던거 잘샀어요. 생각 했던것보다 저렴하고요
보는것보다 확실히 입었을때가 이쁘네요.
여름엔 이것만 입다가 좀 쌀쌀해지면 가디건이나 셔츠안에 입기 좋아요",5,21.08.18.,,
335,깔끔한 디자인이라 청바지랑 입으니깐 너무 이쁘네요 실제로 입어보니 핏도 딱이고 날씬해보여서 마음에 들어요 ~ 출근할때 입고갔는데 다들이쁘다고해서 잘산거 같아요 ~ㅎㅎ,5,21.08.19.,,
336,편하게 입을려고 구매했는데 넘 편해서 좋아요 사이즈 넉넉에서 반바지에 입으니 넘 넘 이뿌더라구요 두께감도 좋고 빨아도 늘어나지 않는 소재라서 오래 잘 입을듯 합니다,5,21.08.20.,,
337,"넘 예쁘고 청바지랑 입으면 깔끔하게 코디 가능해요
다른색도 구매할게요~",5,21.09.04.,,
338,"핏 예뻐요 ㅋㅋ 
재질이 좋아서 입고나가니 다들 예쁘다고 하네요 :) 
남녀공용이라 큰 사이즈로 하나 더 사서 신랑이랑 커플로 입으려구요 ^^ 
사이즈도 딱이에요.",5,21.08.19.,,
339,"사이즈도 딱맞고 입어보니 확실히 핏이 이쁘네요^^
컬러도 잘 골랐고 마감도 깔끔하니 가격도 착하고 맘에들어요^^ 재구매의향있어요~^^",5,21.08.19.,,
340,맘에들어요 딱 기본으로 유행안타고 언제든 꺼내입을수있는 아이템이라 소장하기좋아요.핏도예쁘구 청바지에 요거하나만입어도 넘 예쁘네요~,5,21.08.15.,,
341,"밖에서 사는것과 똑같이 너무 부드럽고 좋아요
착용감도 좋고 핏도 넘 맘에 듭니다 !! 배송 빠르게 잘받아서 기분이 참 좋았어요 ㅎㅎ",5,21.08.20.,,
342,"소재도 괜찮고 착용감도 편해요. 폴로 로고가 너무 귀엽네요^^
네이비랑 블랙 고민하다가 블랙 산건데 네이비도 하나 더 살까봐요..ㅎ
평소 66반 사이즈 입는데 활동하기 편하게 잘 맞아요 :)",5,21.08.14.,,
343,"여행가기전에 이쁘게 입히려고 준비했는데
입혀보니 생각했던거보다 훨씬 옷감도 좋고,
핏이 좋아서 아주 마음에 들어요 
기본이라 다 잘 어울리네요
커플로 같이 입게 저도 바로 사야겠어요",5,21.08.19.,,
344,"아 진심. 다들 사세요.꼭 사세요.
색은 꼭 아메리카 헤더로!!!
진짜 색 너무 이쁨.
정말이지 어디에 입어도 이쁘고. 대충 입어도,
신경써서 입어도.넘나넘나 이쁨.
옷이 몸매를 살리는 옷임",5,21.08.18.,,
345,"역시 재질은 부드럽고편해요! 
평상시 흰티셔츠를 자주 입는편인데 이건 너무 맘에 들어요~! 핏도 너무 딱 제 사이즈네요~ 착용감이 넘나리 좋은것! ㅎ",5,21.08.18.,,
346,반팔 티셔츠 많이 찾아보다가 가장 깔끔하고 고급스럽게 입을수있는 폴로 티셔츠를 구매해서 너무 잘 입고 있네요 사이즈도 잘 맞고 너무 좋은거 같아요,5,21.08.20.,,
347,"핏 너무이뻐요 ㅠ ㅠ 역시 폴로는 레드포니♥
빠른 배송 해주셨구요, 넘 꼼꼼하게 검수해서 보내주시네용
담에 남친것도 여기서 살래용",5,21.08.20.,,
348,기본티라 여기저기 받쳐입기 좋아요. 면도 부드럽고 사이즈도 제가 원하던 핏이라서 넘 맘에들어요. 배송도 빠르고 당분간 교복처럼 맨날 입고다닐것같네요. 다른 컬러도 추가로 구매해야겠어요,5,21.08.11.,,
349,"사이즈 정사이즈구요!
매장에서 사는거랑 똑같아요~
여행가서 남친이랑 똑같은 티 입고 사진 찍으려고 저도 하나 구매했는데, 청바지에도 잘 어울리고, 린넨에도 잘 어울리고 데일리로 입기 넘 좋네요~ 원단도 너무 얇지 않고 도톰한게, 로고 자수도 깔끔하게 잘 되어 있고 만족스럽습니다^^",5,21.08.04.,,
350,"착용감도 편하고 원단 질이 부드러워서 너무 잘 산것 같네용!!! 가격도 오프라인보다 훨씬 저렴하고 가성비 굿굿!!!
다음에 다른컬러 또 주문할게용~~~",5,21.08.19.,,
351,남자친구 선물로 구매했는데 디자인이 심플해서 코디하기 좋네요 핏도 이쁘고 사이즈도 딱이라서 남자친구 잘샀다고 좋아하더라구요 ㅎㅎ  배송도 빠르고 만족합니다~!!,5,21.08.18.,,
352,"사이즈도 좋고 다 좋았는데
빨래 할 때 뒤집어서 빨아야 할 듯 싶어요",5,21.09.04.,,
353,아 너무좋아요 진짜,5,21.09.13.,,
354,소재도 좋구 배송도 빠르구 너무 좋습니다,5,21.09.08.,,
355,저는 크게 입는 거 좋아해서 레깅스랑 입으려고 살짝 크게 샀는데 넘 맘에 들어요! 정사이즈로 하나 더 사서 청반바지랑도 입고 싶어요! 원단도 좋고 _ 기본디자인의 유명한 티라서 부담없이 여기저기 잘 입을 수 있겠어요^^,5,21.08.11.,,
356,핏도 이쁘구 색깔두 이뻐서 데일리용으로 짱 좋아요ㅋㅋ 남친이랑 커플티로 입으려구 남친것두 샀는데 남친이 넘 맘에 들어해요 히힛,5,21.08.22.,,
357,"사이즈 좋고 핏도 좋아서 맘에들어요
어깨랑도 편하니 잘 맞네요
백화점가기 귀찮아서 온라인 구매했는데 만족 스럽고 사이즈 성공요",5,21.08.16.,,
358,편하게 입으려고 그레이로 골랐는데 요기조기 찰떡처럼 잘 어울려서 데일리코디하기 편하네요ㅎㅎ 소재도 좋고 심플한 디자인이라 맘에 들어요~ 배송도 빨리 와서 주말전에 잘 입고다녔네요ㅎㅎ,5,21.08.15.,,
359,여자 66인데 약간 넉넉하게 바지안에 넣어입음 루즈한 느낌나서 예뻐여. 면 재질도 좋고 구냥 막빨아도 그대로라 여름 데일리로 느무 조아여!!,5,21.08.17.,,
360,"잘 받았습니다.
데일리로 입기 깔끔하고 좋습니다. 
목부분이나 원단이 쉽게 늘어날것 같진 않구요. 
촉감도 좋고 깔끔하게 떨어지는 핏이 맘에 듭니다",5,21.08.17.,,
361,"저렴하게 잘 구매했어요 ㅎ
핏도 너무 예쁘게 떨어지고 아주 만족스럽습니다
배송도 빠르고 매우 굿",5,21.08.22.,,
362,"빠른배송으로 잘받았어요
소재도 너무 부드럽고 역시 폴로답게 너무 이뻐요
시중에서 파는것보다 가격도 저렴하고 가성비 좋게 잘샀어요",5,21.08.19.,,
363,"사이즈 딱 맞아요 너무 작으면 어쩌나 했는데
어깨 핏도 적당하게 잘 떨어져서 이쁨
남편은 네이비 색상 사줬는데 네이비도 실제로 보니까
이쁨 가격대비 만족!!",5,21.08.20.,,
364,"티셔츠 너무 괜찮네요
사이즈도 괜찮고
핏도 살아있네요~~
진짜 저렴하게 잘구매햇어요 바로입엇는데 넘 편하고 좋아요",5,21.08.18.,,
365,"블랙이라 날씬해보이니까 자주 입게되네요
꾸민듯 안 꾸민듯한 느낌때문에 예쁘기도하고,  로고도 포인트되서 귀엽네요~ 데일리로 입기에도 참 좋아요
청바지에도 잘 어울리고 핫팬츠에도 잘 어울려요~
잘 산것같아요~ 잘 입을게요~",5,21.08.07.,,
366,"재질이 넘 넘 좋아요 목부분도 쨍쨍해서 잘 늘어나지 않아서 좋구요 두께감도 딱 좋아서 입기 넘 좋은듯 합니다 
사이즈 넘 좋아서 편하게 입기 좋은듯 합니다",5,21.08.20.,,
367,"폴로 보이즈는 처음인데 사이즈 괜찮네요
폴로 티 원래도 좋은거 알았는데 보이즈도 좋아요! 원단도 탄탄하고~ 지금 입기 딱 좋아요!
핏도 예쁩니다!",5,21.08.13.,,
368,적당해요 팔뚝부자라 아쉽지만 배송도 빠르고 좋아요!,5,21.08.17.,,
369,"편하기도 하고 제품 자체가 넘 좋아서 만족해요~~
가성비도 좋은 것 같고 입기가 편하네요 감사드려요^^",5,21.08.20.,,
370,"핏도 너무 예쁘고 재질도 좋습니다
입었을때 너무 편해서 활동하기에도 좋네용~~
심플하지만 박혀있는 로고가 포인트가 되서 만족해요",5,21.08.20.,,
371,역시 폴로티 너무 예뻐요! 아메리카 헤더 색상 진짜 깔끔한데 밋밋한 느낌이 아니어서 더 예쁘게 입을 수 있어요 추천추천!,5,21.08.21.,,
372,"기본티로 입기 정말 좋아요
사이즈도 잘 맞고 핏이 맘에 들어요 
청바지에 이거 하나만 입어도 없어 보이지않고
깔끔해 보이네요  ㅎㅎ",5,21.08.15.,,
373,커플룩으로 샀는데 좋아요,5,21.08.20.,,
374,"좋은 가격에 잘 샀어요~
깔끔하고 어디든 받쳐입음 이쁘네용~
사이즈도 딱 좋고 원단도 좋고 
깔별로 사줘야겠어요^^",5,21.08.20.,,
375,"폴로티 너무 저렴하게 사서 기분좋음ㅋㅋㅋ
핏도 넘 예쁘고 재질도 굿굿~~~
사고싶어서 여기저기 검색많이했는데 잘산거같음^^
배송도 빠르고 만족!!",5,21.08.12.,,
376,깔끔해서 코디하기 좋아요. 단독으로 하나만 입기도 좋아서 다른 색상도 추가 구매 하려구요! 딱맞게 입는걸 좋아하는데 핏도 이쁘고 전체적으로 마음에 들어요~,5,21.08.17.,,
377,결혼기념일에 여행가기로해서 커플티로 준비했어요:)  재질도 부드럽고 입었을때 핏도 이뻐요!!,5,21.08.18.,,
378,기본컬러에 여기저기 입기 좋아요. 유행없이 언제든지 입을 수 있어서 아주 쓰임이 좋아 만족해요.,5,21.08.20.,,
379,"배송 빠르게 도착했어요~ ㅎ
역시 퀄리티가 달라요~ 부드럽고 편해요~
청바지에 티셔츠 하나입어도 퀄리티 좋아서 그런지 핏이 너무 이쁘네요! ㅎ 
다음에 남편것도 하나 주문해야겠어요 ㅎ",5,21.08.14.,,
380,"보이즈 제품 구매는 처음이라 사이즈 선택함에 있어서 고민이 많았는데요, 보통 44~55사이즈 입는데 m사면, 크지도 않고 딱! 예쁘게 입을 수 있는 것 같아요ㅎㅎ!",5,21.08.26.,,
381,"기본티는 유행 안타고 입을 수 있어서 좋아요~
핏도 적당하고 예쁘게 나와서 잘 구매한거같아요
깔끔하고 어디에 코디해도 어울려서 사길 잘 한거같네요",5,21.08.20.,,
382,"폴로 반팔 너무 예뻐요 ~ 
제가 원하는 사이즈에 색도 딱이예요 !!
베이직 한 게 꾸안꾸 스타일 내기에 딱입니다. 
슬랙스에도 딱이예요",5,21.08.20.,,
383,"폴로 좋아하는데 무난한 디자인에 딱 심플한 마크라 정말 잘입고있어요 ㅎㅎ
블랙 샀는데 남녀공용이라 둘다 커플티로 입어도 이쁠거같슴니다
원단 좋아요!",5,21.08.16.,,
384,"기본티라 활용도 최고예요
핏도 예쁘고 면도 좋아서 건조기 돌려도 틀어짐이
없어요! 넘 맘에 들어요~",5,21.08.22.,,
385,흰색 구매후 입어보고 좋아서 다른색도 구매했습니다.,5,21.08.12.,,
386,흰색 구매후 입어보고 좋아서 다른색도 구매했습니다.,5,21.08.12.,,
387,역시 폴로만한게 없죠... 깔끔하고 고급져보이고 재질도 좋구 좋아요! 심플하게 청바지에 입으니ㅜ진짜 딱이에요!,5,21.08.21.,,
388,"핏감도 좋고 배송도 
빨라서 마음에 듭니다 
남녀공용이라 너무 크면
어쩌지 했는데 딱 맞고 이쁘네요
저렴한 가격에 득템했어요 !",5,21.08.19.,,
389,"핏 넘 예쁘게 떨어져요 작지도 않구크지도 않구
사이즈 선택 잘 한거같아요 ㅎㅎ 기본 티라서
가을 되면 가디건이나 자켓 안에 코디하려구요",5,21.08.21.,,
390,"길이감이나 품이나 딱 편하게 좋아요
크지도 작지도 않구요! 
가볍게 편해서 검은색으로 두장 더 구매했습니다",5,21.08.20.,,
391,"디자인 깔끔하고 너무 예뻐요 
착용해보니 핏도 좋고 면도 부드럽고 아주 좋아요 ^^
입어보니 너무 예뻐서 남편도 하나 사 가지고 같이 입고 다녀야겠어요 ^^
티셔츠  완전 마음에 들어요~!!",5,21.08.13.,,
392,깔끔하니이쁘네요 소재도 좋아요,5,21.08.31.,,
393,"마감도 깔끔하고 넘 이뻐요
싸이즈도 딱 좋은듯^^
깔별로 살까 생각중이예요
기본으로 입기 좋으네요",5,21.08.19.,,
394,"평소 입던 사이즈 그대로 주문했더니 핏이 이쁘게 잘 맞아떨어지네요 ㅎㅎ
처음에는 가격이 좀 부담스러웠는데요~ 입어보니 역시 최고!!
깔별로 소장하고 싶은 마음이 굴뚝이에요 ㅋㅋㅋ",5,21.08.18.,,
395,"데일리로 입기 좋네요~ 무난하고 심플한 디자인이라 어떤옷에 받쳐입어도 예뻐요><
핏도 예쁘고!! 원단도 좋아서 ~ 빨고 나서도 후줄근한 반팔티가 안되서 좋음 ㅋㅋ",5,21.08.08.,,
396,"가지고 있는 옷들이 전부 페미닌룩들이라서
데일리로 입을 수 있게 주문했어여
사이즈도 잘 맞고 확실히 브랜드라서 그런지 질이 좋네여 ㅎㅎ",5,21.08.19.,,
397,구멍난 제품 발송하고 교환처리 느림,1,21.08.16.,,
398,"면이 톡톡해서 세탁하고 오래 입어도 늘어날것 같지 않아요, 착용후 모양도 이쁘고 디자인 컬러 심플해서 맘에 쏙 들어요, 청바지에 입으면 진짜 이쁘네요 , 다른 컬러도 또 사고 싶어요",5,21.08.11.,,
399,감사합니다! 배송빨라요,5,21.08.13.,,
400,"핏도 진짜 너무좋네요
착용감좋고 대박인듯~
고민좀 하고구매햇는데 고민할
필요가 전혀없었어요 굿입니당~!",5,21.08.19.,,
401,"상의 사이즈가 애매한편인데 깔끔하게 딱 떨어지네요
정품이라 믿고 구매했고 라인도 이뻐요~
청바지, 면바지, 캐주얼치마에도 잘어울려요~",5,21.08.16.,,
402,유행안타는 기본스타일이라서 엄마 편하게 입으시라고 사드렸더니 너무 좋아하시네요 코로나 때문에 직접쇼핑하러 가기도 불안한데 잘샀다고 좋아하세요 마감도 깔끔하니 이상무네요~^^,5,21.08.12.,,
403,"배송 빠르게 잘 받았구요~ 백화점에서 사는것보다 같은 옷인데, 훨씬 저렴하게 사서 넘 좋네요^^
포장 잘되서 왔고, 원단도 좋고 마감처리도 깔끔해서~ 굳이 매장에서 비싸게 주고 살 필요 없을 것 같네요~",5,21.08.04.,,
404,"착용감이 편하고 사이즈도 잘 맞아요.
원단 고급소재라 줄고나 늘어나지 않을듯 해요.
심플한 폴로 로고가 포인트로 주기 과하지 않아 마음에 듭니다~
핏도 예쁘고 잘 어울려서 만족해요!",5,21.08.05.,,
405,디자인이 깔끔하게 나와서 어디에 받쳐 입어도 잘어울리네요 재질도 좋고 착용감도 좋고 깔끔하게 떨어지는 핏이 너무 맘에 듭니다,5,21.08.18.,,
406,"배송 빠르게 잘받았어요~
레드포니가 포인트 딱 되는게 깔끔하고 댄디하니
입으면 입을수록 좋네요
핏감이 이쁘고 재질도 톡톡하니 딱 좋아요",5,21.08.13.,,
407,"배송빨랐어요!
믿고사는 폴로죠  커플티로도  이뻐요!!
마감처리 넥라운드 깔끔하구 재질역시 좋구요~잘입고다닐께요 ~!",5,21.08.12.,,
408,역시 너무 이쁜거 같아요,5,21.09.06.,,
409,"깔끔하게 입고싶어서 화이트샀는데~!진짜깔꿈합니당~ 싸이즈또한 남녀공용이라 너무 핏하지않구요~~
배송도빨리 받아봐서 좋았습니당^^",5,21.08.18.,,
410,"사이즈핏도 잘맞고 무난해서 청바지랑 이쁩니다
티셔츠 소재가 좋아서 마음에 들어요
잘입는중이에요",5,21.08.21.,,
411,"강력추천합니다 대만족입니다 배송이 엄청 빠르게와서 좋았고, 상품질도 너무 좋아요",5,21.08.16.,,
412,"너무 이쁘게 잘 입고있네요 ~~ 사이즈도 잘맞고 
핏감도 좋고 배송도 빨라서 정말 만족스러웠네요
깔별로 더 구매하고 싶어져요 !!",5,21.08.13.,,
413,"소재도 좋고 목부분도 짱짱한게 딱 좋은것 같아요~
심플한 디자인에 청바지랑 입으니 너무 예쁘네요",5,21.08.16.,,
414,"옷 잘 받았어요~ 
사이즈 잘 맞구 깔끔하네요 
매장에서 보다 저렴하게 잘 산것 같아 만족합니다",5,21.08.18.,,
415,44-55사이즈 입으시는 여성분은 (크게 입는것을 좋아하지 않는 경우) m사시면 딱 예쁘게 입으실 수 있는듯해요. ㅎㅎ,5,21.08.26.,,
416,"깔끔한 티셔츠 구매하고 싶었는데 폴로 반팔티셔츠가 정답인거 같아요 
너무 깔끔하고 이뻐서 너무 잘 입고 있네요 남자친구도 잘 어울린다고 좋아합니다",5,21.08.17.,,
417,"배송빠르고 사이즈도 딱 맞아서 좋네요
다른색상으로도 구매할게요",4,21.08.04.,,
418,"배송 엄청나게 빨리 왔네요 !! ㅎㅎ 
옷 핏감도 좋고 청바지랑 입기 딱이에요 !! 남자친구도 선물해주고 커플로 입어야 겟어요 !",5,21.08.13.,,
419,재질이 부드럽고 유행도 안타서 편하게입고 다니기에 좋은거 같아요. 심플해서 어디에도 잘 어울려서 잘 입고 다닐 것 같아요.,5,21.08.16.,,
420,"폴로티셔츠가 기본티라서 구매했어요
어디에든 받쳐입기 쉽고 저렴한티도 안나고해서 좋아하는 메이커중 하나예요
배송도 빠르고 잘 샀어요",5,21.08.11.,,
421,감사합니다!!! 좋아용,5,21.08.13.,,
422,폴로를  맨날 백화점에서만 사입다가  온라인으로 이렇게 착한 가격에 살수 있다니  좋네요  재질도  짱짱하고   착용감도 좋아서  여름내내 잘입고 있어요.  사이즈도 적당하고   청바지랑 입으니  더 예뻐보이네요,5,21.08.03.,,
423,"옷이 깔끔한게 너무 마음에 듭니다.^^
평소에 55 입는데 핏이 어벙벙하지 않고 이뻐요~^^
청바지에 너무 잘 어울려용",5,21.08.13.,,
424,66사이즈인데 작지않게 예쁘게 잘맞아요 면이 부드럽고 좋네요 제것만 샀는데 신랑것도 구매하러왔어요ㅎㅎ,5,21.08.17.,,
425,너무 예뻐요! 진짜 만족합니다,5,21.08.27.,,
426,"깔끔하고 좋아요 
딱 원하던 디자인이라 
믿어 의심 없이 주문했는데
하루만ㅇ ㅔ배송!ㅋㅋ 오자마자
바로 꺼내 놨는데 퀄리티도 좋고
만족스러워서 선물해도 될정도네요^^",5,21.08.13.,,
427,"평소 55사이즈 입고 적당하게 맞게 입는 스탈이라 
M사이즈 샀는데 딱 맞아요 ㅋㅋㅋ그렇다고 붙는 스탈 아니구요~",4,21.08.05.,,
428,"넘나 이쁨.
작년에 선물받아서 입고다니다가,
넘 맘에 들어서 올해는 내돈내산!
재질도 색상도 넘 좋고
목도 잘 안늘어나고. 
코디하기도 넘 편하고.",5,21.08.20.,,
429,착용감도 좋고 사이즈도 적당해요 포장도 꼼꼼하게 신경써서 보내주신 느낌이 많이 들었고요 배송도 빨리 왔어요,5,21.08.11.,,
430,"마감도 깔끔하고 원단도 튼튼하네요 ㅋㅋ
컬러도 마음에 들고 베이직하고 깔끔한 디자인이라 어디다 맞춰입어도 코디가 잘 되서 만족스러워요 ㅋㅋ",5,21.08.11.,,
431,재질좋고 핏도괜찮아요,5,21.08.29.,,
432,"착한가격에 잘 샀어요 ㅎㅎ
여기저기 받쳐입기 딱이고 사이즈 핏 다 만족해요
깔끔하고 너무 이쁩니다 ㅎㅎ",5,21.08.14.,,
433,"배송 안전하게 잘 받았습니다.
사이즈도 좋고 깔끔해서 자주입고있어요.
마감도 깔끔하고 원단이 탄탄해서 오래입을 수 있을 것 같아서 만족합니다.",5,21.08.04.,,
434,재질좋고 핏괜찮아요,5,21.08.29.,,
